model,horizon,reference_date,prop,wis,wis_scaled_relative_skill,ae_median,ae_median_scaled_relative_skill,interval_coverage_50,interval_coverage_95,q_coverage_0.010,q_coverage_0.025,q_coverage_0.050,q_coverage_0.100,q_coverage_0.150,q_coverage_0.200,q_coverage_0.250,q_coverage_0.300,q_coverage_0.350,q_coverage_0.400,q_coverage_0.450,q_coverage_0.500,q_coverage_0.550,q_coverage_0.600,q_coverage_0.650,q_coverage_0.700,q_coverage_0.750,q_coverage_0.800,q_coverage_0.850,q_coverage_0.900,q_coverage_0.950,q_coverage_0.975,q_coverage_0.990
UMass-flusion__gbq_qr__gbq_qr_no_level,2,2024-04-06,1,9.51,0.315,12.9,0.264,0.692,1,0,0,0.038461538461538464,0.07692307692307693,0.1346153846153846,0.21153846153846154,0.28846153846153844,0.34615384615384615,0.38461538461538464,0.4423076923076923,0.5192307692307693,0.5769230769230769,0.6730769230769231,0.7884615384615384,0.9038461538461539,0.9615384615384616,0.9807692307692307,1,1,1,1,1,1
UMass-flusion__gbq_qr__sarix,3,2024-04-06,1,11.7,0.328,13.8,0.236,0.827,1,0,0,0,0.019230769230769232,0.038461538461538464,0.09615384615384616,0.1346153846153846,0.23076923076923078,0.34615384615384615,0.40384615384615385,0.6153846153846154,0.7307692307692307,0.8076923076923077,0.8846153846153846,0.9230769230769231,0.9230769230769231,0.9615384615384616,0.9615384615384616,0.9807692307692307,1,1,1,1
UMass-gbq_qr,3,2023-12-09,1,80.2,0.332,109,0.37,0.615,0.942,0,0,0,0,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.09615384615384616,0.17307692307692307,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.5576923076923077,0.5769230769230769,0.7115384615384616,0.8076923076923077,0.8653846153846154,0.8846153846153846,0.9423076923076923,0.9423076923076923,0.9615384615384616
UMass-gbq_qr,3,2024-03-30,1,12,0.334,19.7,0.334,0.596,1,0,0,0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.09615384615384616,0.1346153846153846,0.23076923076923078,0.25,0.2692307692307692,0.40384615384615385,0.4807692307692308,0.5384615384615384,0.6346153846153846,0.8269230769230769,0.9423076923076923,1,1,1,1
UMass-flusion,3,2024-04-06,1,12,0.336,16.5,0.284,0.692,1,0,0,0.038461538461538464,0.07692307692307693,0.09615384615384616,0.21153846153846154,0.2692307692307692,0.3076923076923077,0.4423076923076923,0.5961538461538461,0.7692307692307693,0.8269230769230769,0.8653846153846154,0.8846153846153846,0.9230769230769231,0.9230769230769231,0.9615384615384616,0.9615384615384616,0.9615384615384616,1,1,1,1
UMass-flusion,3,2024-03-30,1,12.1,0.338,16.2,0.275,0.731,1,0,0,0.019230769230769232,0.07692307692307693,0.09615384615384616,0.15384615384615385,0.25,0.2692307692307692,0.3269230769230769,0.4423076923076923,0.4807692307692308,0.5961538461538461,0.6346153846153846,0.7884615384615384,0.8846153846153846,0.9423076923076923,0.9807692307692307,1,1,1,1,1,1
UMass-flusion__gbq_qr__sarix,3,2024-03-30,1,12.1,0.338,15,0.255,0.846,1,0,0,0,0,0.038461538461538464,0.07692307692307693,0.09615384615384616,0.15384615384615385,0.25,0.28846153846153844,0.38461538461538464,0.46153846153846156,0.5961538461538461,0.6923076923076923,0.8076923076923077,0.8653846153846154,0.9423076923076923,1,1,1,1,1,1
UMass-flusion__gbq_qr__sarix,3,2024-03-16,1,17.3,0.339,20.4,0.255,0.923,1,0,0,0,0,0.019230769230769232,0.038461538461538464,0.07692307692307693,0.19230769230769232,0.28846153846153844,0.36538461538461536,0.4807692307692308,0.6923076923076923,0.7307692307692307,0.8846153846153846,0.9615384615384616,0.9807692307692307,1,1,1,1,1,1,1
UMass-gbq_qr,2,2024-03-16,1,16,0.341,22.6,0.319,0.846,1,0,0,0,0,0.019230769230769232,0.038461538461538464,0.11538461538461539,0.19230769230769232,0.2692307692307692,0.38461538461538464,0.5384615384615384,0.7115384615384616,0.7692307692307693,0.8269230769230769,0.8653846153846154,0.9038461538461539,0.9615384615384616,0.9807692307692307,0.9807692307692307,0.9807692307692307,1,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2023-12-09,1,83.1,0.344,115,0.392,0.481,0.942,0,0,0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.07692307692307693,0.09615384615384616,0.11538461538461539,0.1346153846153846,0.17307692307692307,0.23076923076923078,0.28846153846153844,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.5576923076923077,0.6153846153846154,0.7692307692307693,0.8653846153846154,0.9038461538461539,0.9423076923076923,0.9615384615384616
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2024-03-16,1,17.6,0.345,24.1,0.301,0.712,1,0,0,0.019230769230769232,0.15384615384615385,0.19230769230769232,0.23076923076923078,0.28846153846153844,0.3269230769230769,0.4423076923076923,0.5,0.6730769230769231,0.7692307692307693,0.8461538461538461,0.9423076923076923,0.9423076923076923,0.9423076923076923,1,1,1,1,1,1,1
UMass-flusion__gbq_qr__sarix,2,2024-04-06,1,10.5,0.348,12.5,0.255,0.846,1,0,0,0,0.019230769230769232,0.057692307692307696,0.11538461538461539,0.15384615384615385,0.25,0.36538461538461536,0.4230769230769231,0.5,0.6153846153846154,0.7307692307692307,0.8269230769230769,0.8653846153846154,0.9807692307692307,1,1,1,1,1,1,1
UMass-gbq_qr,1,2023-12-23,1,62,0.349,86.5,0.407,0.558,0.885,0,0,0,0,0,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.1346153846153846,0.17307692307692307,0.2692307692307692,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.5961538461538461,0.6153846153846154,0.6346153846153846,0.7307692307692307,0.7884615384615384,0.8653846153846154,0.8846153846153846,0.9230769230769231
UMass-flusion__gbq_qr__gbq_qr_no_level,2,2023-12-09,1,49,0.35,66.9,0.371,0.5,0.981,0,0,0,0,0.019230769230769232,0.07692307692307693,0.15384615384615385,0.21153846153846154,0.25,0.28846153846153844,0.34615384615384615,0.46153846153846156,0.5576923076923077,0.5769230769230769,0.5961538461538461,0.6153846153846154,0.6538461538461539,0.7692307692307693,0.8461538461538461,0.8846153846153846,0.9615384615384616,0.9807692307692307,1
UMass-flusion__gbq_qr__sarix,2,2023-12-09,1,49.4,0.353,71.8,0.399,0.577,0.962,0,0,0,0,0,0,0.019230769230769232,0.07692307692307693,0.1346153846153846,0.17307692307692307,0.23076923076923078,0.2692307692307692,0.3269230769230769,0.40384615384615385,0.4807692307692308,0.5576923076923077,0.5961538461538461,0.6346153846153846,0.7307692307692307,0.8461538461538461,0.9423076923076923,0.9615384615384616,0.9807692307692307
UMass-gbq_qr,2,2023-12-16,1,78.3,0.354,113,0.426,0.635,0.942,0,0,0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.11538461538461539,0.17307692307692307,0.3076923076923077,0.34615384615384615,0.36538461538461536,0.4230769230769231,0.5192307692307693,0.5769230769230769,0.6346153846153846,0.6923076923076923,0.7115384615384616,0.8076923076923077,0.8269230769230769,0.9038461538461539,0.9423076923076923,0.9807692307692307
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2024-03-23,1,14.3,0.356,20.9,0.326,0.692,0.981,0,0.019230769230769232,0.057692307692307696,0.07692307692307693,0.1346153846153846,0.19230769230769232,0.25,0.3076923076923077,0.34615384615384615,0.38461538461538464,0.4807692307692308,0.5384615384615384,0.5769230769230769,0.6730769230769231,0.7692307692307693,0.8653846153846154,0.9423076923076923,0.9423076923076923,1,1,1,1,1
UMass-flusion__gbq_qr__sarix,3,2024-01-13,1,43.8,0.356,64,0.378,0.596,1,0,0,0.038461538461538464,0.09615384615384616,0.15384615384615385,0.23076923076923078,0.34615384615384615,0.5192307692307693,0.5769230769230769,0.6153846153846154,0.6730769230769231,0.7115384615384616,0.75,0.8461538461538461,0.9038461538461539,0.9423076923076923,0.9423076923076923,0.9423076923076923,0.9615384615384616,0.9807692307692307,1,1,1
UMass-flusion,3,2024-03-16,1,18.3,0.358,24,0.3,0.75,1,0,0,0.019230769230769232,0.057692307692307696,0.1346153846153846,0.21153846153846154,0.25,0.3269230769230769,0.40384615384615385,0.5,0.6538461538461539,0.7884615384615384,0.8653846153846154,0.9423076923076923,0.9615384615384616,1,1,1,1,1,1,1,1
UMass-flusion,3,2023-12-02,1,58.8,0.361,92,0.436,0.577,0.981,0,0,0,0.019230769230769232,0.057692307692307696,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.25,0.3076923076923077,0.3269230769230769,0.40384615384615385,0.4423076923076923,0.5384615384615384,0.6538461538461539,0.7115384615384616,0.7692307692307693,0.8653846153846154,0.9615384615384616,0.9807692307692307,0.9807692307692307
UMass-flusion,2,2023-12-09,1,50.5,0.361,73.5,0.408,0.538,0.981,0,0,0,0,0,0.019230769230769232,0.038461538461538464,0.07692307692307693,0.1346153846153846,0.19230769230769232,0.23076923076923078,0.2692307692307692,0.28846153846153844,0.40384615384615385,0.46153846153846156,0.5576923076923077,0.5769230769230769,0.5961538461538461,0.6538461538461539,0.8269230769230769,0.9038461538461539,0.9807692307692307,0.9807692307692307
UMass-flusion,2,2024-04-06,1,10.9,0.363,14.2,0.291,0.692,1,0,0,0.038461538461538464,0.057692307692307696,0.11538461538461539,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.4423076923076923,0.5,0.5769230769230769,0.6923076923076923,0.7884615384615384,0.8653846153846154,0.9615384615384616,1,1,1,1,1,1,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,1,2023-12-23,1,64.4,0.363,95,0.447,0.519,0.846,0,0,0,0,0,0,0.019230769230769232,0.057692307692307696,0.11538461538461539,0.1346153846153846,0.15384615384615385,0.17307692307692307,0.28846153846153844,0.3076923076923077,0.36538461538461536,0.46153846153846156,0.5384615384615384,0.5769230769230769,0.6538461538461539,0.6730769230769231,0.7884615384615384,0.8461538461538461,0.9038461538461539
UMass-flusion__gbq_qr__gbq_qr_no_level,2,2024-04-13,1,11.8,0.363,19.4,0.387,0.442,0.981,0,0.019230769230769232,0.09615384615384616,0.17307692307692307,0.23076923076923078,0.3269230769230769,0.40384615384615385,0.4423076923076923,0.5192307692307693,0.5576923076923077,0.5769230769230769,0.6538461538461539,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.8076923076923077,0.8461538461538461,0.9038461538461539,0.9038461538461539,0.9423076923076923,0.9615384615384616,1,1
UMass-gbq_qr,3,2023-12-02,1,59.8,0.367,83.6,0.396,0.712,1,0,0,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.25,0.3076923076923077,0.3269230769230769,0.4423076923076923,0.5384615384615384,0.6538461538461539,0.7115384615384616,0.7115384615384616,0.7692307692307693,0.8653846153846154,0.9230769230769231,0.9807692307692307,0.9807692307692307,0.9807692307692307,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2023-12-02,1,60,0.368,88.5,0.419,0.577,0.962,0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.23076923076923078,0.2692307692307692,0.3269230769230769,0.4230769230769231,0.4230769230769231,0.4423076923076923,0.5961538461538461,0.6923076923076923,0.7115384615384616,0.7307692307692307,0.8269230769230769,0.9230769230769231,0.9807692307692307,0.9807692307692307,0.9807692307692307,1
UMass-gbq_qr,1,2024-04-20,1,7.92,0.369,12.2,0.367,0.635,0.981,0,0,0,0,0,0.057692307692307696,0.1346153846153846,0.28846153846153844,0.40384615384615385,0.46153846153846156,0.4807692307692308,0.5769230769230769,0.5961538461538461,0.6346153846153846,0.6538461538461539,0.6730769230769231,0.7692307692307693,0.8076923076923077,0.8846153846153846,0.9423076923076923,0.9615384615384616,0.9807692307692307,1
UMass-flusion__gbq_qr__sarix,3,2023-12-02,1,60.4,0.371,93.3,0.442,0.558,0.962,0,0,0,0,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3269230769230769,0.36538461538461536,0.40384615384615385,0.5384615384615384,0.6153846153846154,0.7115384615384616,0.7692307692307693,0.8269230769230769,0.9038461538461539,0.9615384615384616,0.9807692307692307
UMass-flusion,2,2023-12-23,1,49.2,0.372,69.1,0.4,0.519,1,0,0,0,0,0,0,0.038461538461538464,0.038461538461538464,0.09615384615384616,0.1346153846153846,0.19230769230769232,0.2692307692307692,0.34615384615384615,0.4230769230769231,0.5,0.5576923076923077,0.5576923076923077,0.5576923076923077,0.7115384615384616,0.8269230769230769,0.9423076923076923,1,1
UMass-gbq_qr_no_level,2,2023-12-23,1,49.3,0.372,70.4,0.408,0.596,1,0,0,0,0,0,0,0.038461538461538464,0.11538461538461539,0.17307692307692307,0.2692307692307692,0.28846153846153844,0.34615384615384615,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.5769230769230769,0.6346153846153846,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.9038461538461539,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,2,2023-12-16,1,82.5,0.373,111,0.419,0.5,0.904,0,0,0,0,0,0.019230769230769232,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.17307692307692307,0.21153846153846154,0.28846153846153844,0.34615384615384615,0.38461538461538464,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.6730769230769231,0.7307692307692307,0.8461538461538461,0.9038461538461539,0.9615384615384616
UMass-flusion__gbq_qr__gbq_qr_no_level,1,2024-04-13,1,9.83,0.373,15.7,0.388,0.654,0.981,0,0.019230769230769232,0.019230769230769232,0.15384615384615385,0.23076923076923078,0.2692307692307692,0.28846153846153844,0.36538461538461536,0.46153846153846156,0.5769230769230769,0.6153846153846154,0.6346153846153846,0.75,0.8653846153846154,0.8846153846153846,0.9230769230769231,0.9423076923076923,0.9423076923076923,0.9615384615384616,1,1,1,1
UMass-flusion__gbq_qr__sarix,3,2024-03-09,1,23.6,0.378,35.7,0.374,0.788,1,0,0,0,0.019230769230769232,0.057692307692307696,0.15384615384615385,0.15384615384615385,0.34615384615384615,0.5,0.6153846153846154,0.7115384615384616,0.7884615384615384,0.8076923076923077,0.8653846153846154,0.9038461538461539,0.9038461538461539,0.9423076923076923,1,1,1,1,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,2,2023-12-23,1,50.3,0.38,78.6,0.455,0.673,1,0,0,0,0,0,0.038461538461538464,0.057692307692307696,0.19230769230769232,0.28846153846153844,0.36538461538461536,0.40384615384615385,0.4423076923076923,0.5192307692307693,0.5769230769230769,0.5961538461538461,0.6538461538461539,0.7307692307692307,0.75,0.8269230769230769,0.8846153846153846,0.9615384615384616,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,1,2023-12-16,1,46.8,0.385,68.9,0.451,0.538,0.904,0,0,0,0.019230769230769232,0.038461538461538464,0.07692307692307693,0.1346153846153846,0.23076923076923078,0.25,0.2692307692307692,0.3269230769230769,0.34615384615384615,0.38461538461538464,0.4423076923076923,0.4807692307692308,0.5384615384615384,0.6730769230769231,0.75,0.75,0.8076923076923077,0.8653846153846154,0.9038461538461539,0.9615384615384616
UMass-gbq_qr,2,2024-03-09,1,22.9,0.386,39.7,0.452,0.519,1,0,0,0.019230769230769232,0.11538461538461539,0.1346153846153846,0.2692307692307692,0.38461538461538464,0.5,0.5576923076923077,0.6538461538461539,0.7115384615384616,0.7307692307692307,0.75,0.8076923076923077,0.8461538461538461,0.9038461538461539,0.9038461538461539,0.9423076923076923,0.9615384615384616,1,1,1,1
UMass-flusion__gbq_qr__sarix,2,2023-12-02,1,30.1,0.387,42.6,0.387,0.712,1,0,0,0,0,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.07692307692307693,0.17307692307692307,0.2692307692307692,0.36538461538461536,0.4807692307692308,0.5192307692307693,0.6346153846153846,0.75,0.75,0.7692307692307693,0.8076923076923077,0.8461538461538461,0.9423076923076923,0.9807692307692307,1,1
UMass-flusion__gbq_qr__sarix,2,2024-03-16,1,18.3,0.389,24.4,0.344,0.788,1,0,0,0,0.019230769230769232,0.038461538461538464,0.09615384615384616,0.19230769230769232,0.23076923076923078,0.34615384615384615,0.46153846153846156,0.6346153846153846,0.7307692307692307,0.8461538461538461,0.8653846153846154,0.8846153846153846,0.9423076923076923,0.9807692307692307,0.9807692307692307,1,1,1,1,1
UMass-gbq_qr,2,2023-12-09,1,54.4,0.389,86,0.477,0.615,1,0,0,0,0,0.019230769230769232,0.1346153846153846,0.23076923076923078,0.34615384615384615,0.4230769230769231,0.5192307692307693,0.5576923076923077,0.5576923076923077,0.6153846153846154,0.6538461538461539,0.75,0.8076923076923077,0.8461538461538461,0.9038461538461539,0.9230769230769231,0.9615384615384616,1,1,1
UMass-gbq_qr_no_level,3,2023-12-02,1,63.5,0.39,96.2,0.456,0.5,0.962,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.09615384615384616,0.1346153846153846,0.15384615384615385,0.17307692307692307,0.25,0.28846153846153844,0.36538461538461536,0.38461538461538464,0.4230769230769231,0.4423076923076923,0.5,0.6153846153846154,0.6538461538461539,0.7307692307692307,0.8269230769230769,0.9615384615384616,0.9807692307692307,0.9807692307692307,1
UMass-gbq_qr_no_level,2,2023-12-09,1,54.5,0.39,81.3,0.451,0.5,0.962,0,0,0,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.21153846153846154,0.23076923076923078,0.25,0.2692307692307692,0.34615384615384615,0.40384615384615385,0.5576923076923077,0.5769230769230769,0.5961538461538461,0.6346153846153846,0.7307692307692307,0.8846153846153846,0.9615384615384616,1
UMass-flusion__gbq_qr__sarix,2,2023-12-23,1,51.8,0.391,75.3,0.436,0.538,1,0,0,0,0,0,0,0.019230769230769232,0.057692307692307696,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.21153846153846154,0.2692307692307692,0.40384615384615385,0.4807692307692308,0.5384615384615384,0.5576923076923077,0.6153846153846154,0.6538461538461539,0.7884615384615384,0.9615384615384616,1,1
UMass-flusion,3,2024-03-23,1,15.8,0.394,23,0.36,0.673,1,0,0,0.057692307692307696,0.07692307692307693,0.09615384615384616,0.1346153846153846,0.2692307692307692,0.3269230769230769,0.36538461538461536,0.4423076923076923,0.5384615384615384,0.5769230769230769,0.6538461538461539,0.7692307692307693,0.9038461538461539,0.9230769230769231,0.9423076923076923,0.9807692307692307,1,1,1,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2023-12-16,1,69.9,0.396,103,0.458,0.654,0.962,0,0,0,0,0,0,0.057692307692307696,0.17307692307692307,0.23076923076923078,0.2692307692307692,0.3269230769230769,0.4230769230769231,0.4423076923076923,0.5961538461538461,0.6153846153846154,0.6730769230769231,0.7115384615384616,0.7692307692307693,0.8076923076923077,0.8461538461538461,0.9423076923076923,0.9615384615384616,1
UMass-gbq_qr,1,2023-12-16,1,48.3,0.397,72.5,0.474,0.596,0.962,0,0,0,0.019230769230769232,0.07692307692307693,0.1346153846153846,0.21153846153846154,0.23076923076923078,0.3269230769230769,0.36538461538461536,0.4423076923076923,0.5,0.6153846153846154,0.6730769230769231,0.7307692307692307,0.7884615384615384,0.8076923076923077,0.8653846153846154,0.8846153846153846,0.9423076923076923,0.9423076923076923,0.9615384615384616,0.9807692307692307
UMass-flusion__gbq_qr__sarix,1,2024-04-13,1,10.5,0.398,15.2,0.377,0.673,1,0,0,0.019230769230769232,0.038461538461538464,0.1346153846153846,0.19230769230769232,0.2692307692307692,0.3076923076923077,0.34615384615384615,0.4807692307692308,0.5961538461538461,0.7307692307692307,0.7884615384615384,0.8076923076923077,0.9230769230769231,0.9230769230769231,0.9423076923076923,0.9615384615384616,0.9615384615384616,1,1,1,1
UMass-flusion,3,2023-12-09,1,96.9,0.402,153,0.521,0.385,0.885,0,0,0,0,0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.09615384615384616,0.11538461538461539,0.11538461538461539,0.1346153846153846,0.17307692307692307,0.25,0.34615384615384615,0.40384615384615385,0.5192307692307693,0.5961538461538461,0.7115384615384616,0.8461538461538461,0.8846153846153846,0.9423076923076923
UMass-flusion,3,2023-12-16,1,71.3,0.404,100,0.444,0.558,0.942,0,0,0,0,0,0,0,0,0.038461538461538464,0.15384615384615385,0.17307692307692307,0.23076923076923078,0.28846153846153844,0.34615384615384615,0.4423076923076923,0.5,0.5576923076923077,0.6538461538461539,0.6923076923076923,0.8076923076923077,0.9230769230769231,0.9423076923076923,0.9615384615384616
UMass-flusion__gbq_qr__sarix,3,2024-03-02,1,20.8,0.404,29.9,0.386,0.769,1,0,0,0,0,0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.28846153846153844,0.36538461538461536,0.4423076923076923,0.5384615384615384,0.5961538461538461,0.6730769230769231,0.7307692307692307,0.8461538461538461,0.9230769230769231,0.9615384615384616,0.9615384615384616,0.9807692307692307,1,1,1
UMass-gbq_qr_no_level,3,2023-12-09,1,97.5,0.404,151,0.515,0.385,0.923,0,0,0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.07692307692307693,0.09615384615384616,0.1346153846153846,0.15384615384615385,0.17307692307692307,0.23076923076923078,0.28846153846153844,0.3269230769230769,0.4230769230769231,0.5192307692307693,0.5576923076923077,0.7115384615384616,0.8076923076923077,0.9230769230769231,0.9615384615384616
UMass-flusion__gbq_qr__sarix,2,2024-04-13,1,13.1,0.405,20.9,0.418,0.635,1,0,0,0,0.038461538461538464,0.17307692307692307,0.21153846153846154,0.3076923076923077,0.36538461538461536,0.4423076923076923,0.5192307692307693,0.6538461538461539,0.6923076923076923,0.7307692307692307,0.75,0.8076923076923077,0.8461538461538461,0.9423076923076923,0.9807692307692307,0.9807692307692307,0.9807692307692307,1,1,1
UMass-flusion__gbq_qr__gbq_qr_no_level,3,2024-02-24,1,17.9,0.409,26.8,0.387,0.519,1,0,0,0,0.038461538461538464,0.11538461538461539,0.19230769230769232,0.25,0.28846153846153844,0.28846153846153844,0.38461538461538464,0.4230769230769231,0.4807692307692308,0.5192307692307693,0.5192307692307693,0.6153846153846154,0.6538461538461539,0.7692307692307693,0.8076923076923077,0.8846153846153846,0.9230769230769231,0.9423076923076923,1,1
UMass-flusion__gbq_qr__sarix,1,2023-12-09,1,23.2,0.409,33.4,0.42,0.673,1,0,0,0,0,0.019230769230769232,0.07692307692307693,0.1346153846153846,0.19230769230769232,0.23076923076923078,0.3076923076923077,0.34615384615384615,0.5384615384615384,0.6153846153846154,0.6538461538461539,0.75,0.7692307692307693,0.8076923076923077,0.8269230769230769,0.8846153846153846,0.9230769230769231,0.9807692307692307,1,1
