model,horizon,prop,wis,wis_scaled_relative_skill,ae_median,ae_median_scaled_relative_skill,interval_coverage_50,interval_coverage_95,q_coverage_0.010,q_coverage_0.025,q_coverage_0.050,q_coverage_0.100,q_coverage_0.150,q_coverage_0.200,q_coverage_0.250,q_coverage_0.300,q_coverage_0.350,q_coverage_0.400,q_coverage_0.450,q_coverage_0.500,q_coverage_0.550,q_coverage_0.600,q_coverage_0.650,q_coverage_0.700,q_coverage_0.750,q_coverage_0.800,q_coverage_0.850,q_coverage_0.900,q_coverage_0.950,q_coverage_0.975,q_coverage_0.990
UMass-flusion,1,1,27.5,0.649,42.4,0.727,0.538,0.957,0.010302197802197802,0.018543956043956044,0.03571428571428571,0.06936813186813187,0.11126373626373626,0.16826923076923078,0.22802197802197802,0.2864010989010989,0.3440934065934066,0.4065934065934066,0.45947802197802196,0.5260989010989011,0.5837912087912088,0.632554945054945,0.6751373626373627,0.7245879120879121,0.7664835164835165,0.8179945054945055,0.8537087912087912,0.896978021978022,0.9395604395604396,0.9711538461538461,0.9896978021978022
UMass-flusion__gbq_qr_no_level__sarix,3,1,46,0.65,73.6,0.727,0.557,0.973,0.0073964497041420114,0.010355029585798817,0.036242603550295856,0.08136094674556213,0.10502958579881656,0.15902366863905326,0.20192307692307693,0.26627218934911245,0.3202662721893491,0.3838757396449704,0.4378698224852071,0.4940828402366864,0.540680473372781,0.6050295857988166,0.6612426035502958,0.7115384615384616,0.7588757396449705,0.8084319526627219,0.856508875739645,0.9031065088757396,0.9497041420118343,0.9800295857988166,0.9940828402366864
UMass-flusion__gbq_qr__sarix,1,1,27.6,0.652,41.9,0.718,0.547,0.956,0.009615384615384616,0.015796703296703296,0.024725274725274724,0.05631868131868132,0.09409340659340659,0.15247252747252749,0.20810439560439561,0.25618131868131866,0.30975274725274726,0.36744505494505497,0.4258241758241758,0.5006868131868132,0.554945054945055,0.6167582417582418,0.6675824175824175,0.7074175824175825,0.7548076923076923,0.804945054945055,0.8489010989010989,0.8894230769230769,0.9320054945054945,0.9677197802197802,0.989010989010989
UMass-flusion__gbq_qr_no_level__sarix,2,1,39.4,0.68,62.3,0.764,0.527,0.969,0.009259259259259259,0.01566951566951567,0.04415954415954416,0.08547008547008547,0.13176638176638178,0.1787749287749288,0.22293447293447294,0.27492877492877493,0.3198005698005698,0.38105413105413105,0.4252136752136752,0.4843304843304843,0.5405982905982906,0.603988603988604,0.6524216524216524,0.7051282051282052,0.75,0.792022792022792,0.8326210826210826,0.8867521367521367,0.948005698005698,0.9814814814814815,0.9928774928774928
UMass-gbq_qr_no_level,2,1,40,0.689,62.7,0.769,0.523,0.945,0.01566951566951567,0.04700854700854701,0.09045584045584046,0.1396011396011396,0.18803418803418803,0.24287749287749288,0.2813390313390313,0.35113960113960113,0.41025641025641024,0.48504273504273504,0.5206552706552706,0.5833333333333334,0.6282051282051282,0.6816239316239316,0.7257834757834758,0.7663817663817664,0.8041310541310541,0.8383190883190883,0.8668091168091168,0.9102564102564102,0.9565527065527065,0.9886039886039886,0.9978632478632479
UMass-gbq_qr_no_level,1,1,29.3,0.691,45.3,0.777,0.521,0.934,0.018543956043956044,0.046703296703296704,0.08173076923076923,0.12980769230769232,0.17582417582417584,0.22939560439560439,0.2760989010989011,0.3324175824175824,0.39217032967032966,0.45123626373626374,0.5061813186813187,0.5652472527472527,0.6133241758241759,0.665521978021978,0.7053571428571429,0.7506868131868132,0.7967032967032966,0.834478021978022,0.8626373626373627,0.9017857142857143,0.9395604395604396,0.9759615384615384,0.9917582417582418
UMass-gbq_qr_no_level,3,1,49.4,0.697,77.1,0.762,0.525,0.967,0.013313609467455622,0.028846153846153848,0.07914201183431953,0.1390532544378698,0.1812130177514793,0.23742603550295857,0.29289940828402367,0.3661242603550296,0.42677514792899407,0.4881656804733728,0.5377218934911243,0.6042899408284024,0.6523668639053254,0.6923076923076923,0.7292899408284024,0.7803254437869822,0.8180473372781065,0.8535502958579881,0.8853550295857988,0.9341715976331361,0.9696745562130178,0.9933431952662722,0.9977810650887574
UMass-flusion,0,1,18,0.706,27.5,0.799,0.538,0.95,0.013925729442970823,0.020557029177718834,0.033156498673740056,0.0649867374005305,0.11737400530503979,0.16379310344827586,0.21750663129973474,0.276525198938992,0.3295755968169761,0.38925729442970824,0.4449602122015915,0.506631299734748,0.5629973474801061,0.6140583554376657,0.6604774535809018,0.7082228116710876,0.7553050397877984,0.8017241379310345,0.8507957559681698,0.8912466843501327,0.9250663129973474,0.9641909814323607,0.9880636604774535
UMass-flusion__gbq_qr__gbq_qr_no_level,0,1,18.1,0.708,27.3,0.793,0.542,0.944,0.013925729442970823,0.023872679045092837,0.03713527851458886,0.08023872679045092,0.1246684350132626,0.17639257294429708,0.23872679045092837,0.29973474801061006,0.3673740053050398,0.4230769230769231,0.4807692307692308,0.5417771883289124,0.5901856763925729,0.6438992042440318,0.6949602122015915,0.7380636604774535,0.7805039787798409,0.8202917771883289,0.8647214854111406,0.8925729442970822,0.9257294429708223,0.9615384615384616,0.9887267904509284
UMass-flusion__gbq_qr_no_level__sarix,1,1,30.1,0.712,46.7,0.801,0.522,0.946,0.01304945054945055,0.026785714285714284,0.05563186813186813,0.08035714285714286,0.11675824175824176,0.17032967032967034,0.22596153846153846,0.28434065934065933,0.33035714285714285,0.375,0.4320054945054945,0.49175824175824173,0.551510989010989,0.6023351648351648,0.6442307692307693,0.6964285714285714,0.7479395604395604,0.7877747252747253,0.8358516483516484,0.8784340659340659,0.9340659340659341,0.9677197802197802,0.9883241758241759
UMass-flusion__gbq_qr__sarix,0,1,18.3,0.717,27.8,0.808,0.532,0.941,0.012599469496021221,0.01989389920424403,0.025198938992042442,0.05702917771883289,0.10610079575596817,0.15053050397877984,0.20225464190981432,0.26657824933687,0.3183023872679045,0.37002652519893897,0.4250663129973475,0.47546419098143233,0.5450928381962865,0.593501326259947,0.6379310344827587,0.6876657824933687,0.7340848806366048,0.7805039787798409,0.8355437665782494,0.8859416445623343,0.9257294429708223,0.9535809018567639,0.9840848806366048
UMass-gbq_qr,0,1,18.6,0.73,27.8,0.808,0.526,0.935,0.011936339522546418,0.023209549071618037,0.033156498673740056,0.06962864721485411,0.11538461538461539,0.16976127320954906,0.23275862068965517,0.29973474801061006,0.366710875331565,0.41909814323607425,0.47015915119363394,0.5205570291777188,0.5709549071618037,0.6352785145888594,0.6836870026525199,0.7254641909814323,0.7586206896551724,0.8003978779840849,0.843501326259947,0.8819628647214854,0.9124668435013262,0.9509283819628647,0.98342175066313
UMass-gbq_qr_no_level,0,1,18.7,0.733,28.2,0.818,0.524,0.932,0.01989389920424403,0.03912466843501326,0.07427055702917772,0.11671087533156499,0.15981432360742706,0.20557029177718833,0.2539787798408488,0.3149867374005305,0.363395225464191,0.4151193633952255,0.47679045092838196,0.5351458885941645,0.603448275862069,0.646551724137931,0.6916445623342176,0.7427055702917772,0.7778514588859416,0.8163129973474801,0.8554376657824934,0.8952254641909815,0.9277188328912467,0.9648541114058355,0.9907161803713528
UMass-flusion__gbq_qr_no_level__sarix,0,1,18.8,0.738,28.9,0.839,0.509,0.945,0.017241379310344827,0.026525198938992044,0.04111405835543767,0.08687002652519894,0.1259946949602122,0.1724137931034483,0.22679045092838196,0.2692307692307692,0.32161803713527853,0.3660477453580902,0.4244031830238727,0.48408488063660476,0.5417771883289124,0.5855437665782494,0.6445623342175066,0.6883289124668435,0.7354111405835544,0.7871352785145889,0.8368700265251989,0.8753315649867374,0.9244031830238727,0.9648541114058355,0.9854111405835544
UMass-sarix,3,1,56,0.79,84.7,0.837,0.49,0.913,0.008136094674556213,0.011094674556213017,0.019970414201183433,0.03920118343195266,0.0673076923076923,0.09985207100591716,0.14053254437869822,0.1849112426035503,0.23446745562130178,0.2729289940828402,0.33136094674556216,0.37943786982248523,0.4356508875739645,0.4918639053254438,0.5325443786982249,0.5732248520710059,0.6272189349112426,0.6900887573964497,0.7507396449704142,0.8106508875739645,0.8772189349112426,0.9193786982248521,0.9571005917159763
UMass-sarix,2,1,47.4,0.818,72,0.884,0.487,0.921,0.011396011396011397,0.01638176638176638,0.030626780626780627,0.0641025641025641,0.099002849002849,0.13532763532763534,0.17592592592592593,0.21652421652421652,0.2492877492877493,0.2898860398860399,0.3368945868945869,0.3888888888888889,0.43874643874643876,0.4943019943019943,0.5484330484330484,0.6061253561253561,0.6588319088319088,0.7044159544159544,0.7457264957264957,0.8162393162393162,0.8839031339031339,0.9309116809116809,0.9650997150997151
UMass-sarix,0,1,21.3,0.836,32.6,0.949,0.469,0.919,0.019230769230769232,0.028514588859416445,0.04509283819628647,0.08620689655172414,0.12002652519893899,0.16246684350132626,0.20490716180371352,0.23938992042440319,0.28514588859416445,0.3282493368700265,0.3786472148541114,0.42374005305039786,0.46750663129973474,0.5145888594164456,0.5629973474801061,0.6213527851458885,0.6671087533156499,0.7241379310344828,0.7838196286472149,0.8388594164456233,0.9025198938992043,0.9376657824933687,0.9628647214854111
UMass-sarix,1,1,35.4,0.836,53.7,0.92,0.497,0.916,0.015796703296703296,0.024725274725274724,0.038461538461538464,0.07692307692307693,0.10714285714285714,0.13804945054945056,0.17925824175824176,0.22115384615384615,0.2692307692307692,0.3159340659340659,0.3646978021978022,0.40934065934065933,0.46291208791208793,0.5151098901098901,0.5638736263736264,0.6153846153846154,0.6703296703296703,0.7177197802197802,0.7802197802197802,0.8296703296703297,0.8901098901098901,0.9333791208791209,0.9608516483516484
FluSight-baseline,0,1,25.5,1,34.4,1,0.272,0.915,0.021220159151193633,0.03978779840848806,0.09549071618037135,0.22281167108753316,0.3136604774535809,0.35809018567639256,0.38726790450928383,0.41843501326259946,0.4442970822281167,0.46883289124668437,0.4874005305039788,0.5013262599469496,0.5152519893899205,0.5424403183023873,0.5716180371352785,0.5981432360742706,0.6359416445623343,0.6671087533156499,0.7055702917771883,0.769893899204244,0.8812997347480106,0.9442970822281167,0.9741379310344828
FluSight-baseline,1,1,42.4,1,58.4,1,0.295,0.902,0.026785714285714284,0.04326923076923077,0.07898351648351648,0.17925824175824176,0.26304945054945056,0.3248626373626374,0.3695054945054945,0.3983516483516483,0.4251373626373626,0.4519230769230769,0.4793956043956044,0.5137362637362637,0.5350274725274725,0.5604395604395604,0.5824175824175825,0.614010989010989,0.6504120879120879,0.6888736263736264,0.7287087912087912,0.7932692307692307,0.885989010989011,0.9375,0.9601648351648352
FluSight-baseline,2,1,58,1,81.5,1,0.278,0.871,0.03347578347578348,0.054843304843304845,0.08831908831908832,0.1752136752136752,0.25284900284900286,0.32264957264957267,0.36894586894586895,0.3995726495726496,0.42236467236467234,0.44515669515669515,0.46652421652421655,0.49145299145299143,0.5299145299145299,0.5541310541310541,0.584045584045584,0.6061253561253561,0.6374643874643875,0.6737891737891738,0.7236467236467237,0.792022792022792,0.8846153846153846,0.9195156695156695,0.9430199430199431
FluSight-baseline,3,1,70.9,1,101,1,0.282,0.859,0.03476331360946745,0.05547337278106509,0.09541420118343195,0.16789940828402367,0.2403846153846154,0.3113905325443787,0.363905325443787,0.40976331360946744,0.4378698224852071,0.45710059171597633,0.47855029585798814,0.496301775147929,0.5133136094674556,0.5377218934911243,0.5732248520710059,0.6087278106508875,0.6368343195266272,0.6708579881656804,0.7233727810650887,0.7869822485207101,0.8690828402366864,0.9105029585798816,0.9289940828402367
