model,horizon,prop,wis,wis_scaled_relative_skill,ae_median,ae_median_scaled_relative_skill,interval_coverage_50,interval_coverage_95,q_coverage_0.010,q_coverage_0.025,q_coverage_0.050,q_coverage_0.100,q_coverage_0.150,q_coverage_0.200,q_coverage_0.250,q_coverage_0.300,q_coverage_0.350,q_coverage_0.400,q_coverage_0.450,q_coverage_0.500,q_coverage_0.550,q_coverage_0.600,q_coverage_0.650,q_coverage_0.700,q_coverage_0.750,q_coverage_0.800,q_coverage_0.850,q_coverage_0.900,q_coverage_0.950,q_coverage_0.975,q_coverage_0.990
MOBS-GLEAM_FLUH,0,0.9753396029258098,16.1,0.9,25.1,1.02,0.464,0.887,0.02667744543249798,0.03799514955537591,0.05254648342764753,0.08084074373484236,0.12126111560226355,0.16248989490703314,0.1948261924009701,0.2400970088924818,0.2877930476960388,0.3249797898140663,0.36216653193209375,0.396928051738076,0.44543249797898143,0.5012126111560227,0.5416329830234439,0.603071948261924,0.6531932093775262,0.7073565076798707,0.7550525464834277,0.8108326596604689,0.8795472918350848,0.9175424413904608,0.9409862570735651
Stevens-GBR,2,0.9590386624869384,41.2,0.901,55,0.853,0.232,0.774,0.022222222222222223,0.03911111111111111,0.060444444444444446,0.09866666666666667,0.14844444444444443,0.18666666666666668,0.22933333333333333,0.26755555555555555,0.30844444444444447,0.336,0.36533333333333334,0.38133333333333336,0.4097777777777778,0.4151111111111111,0.42577777777777776,0.4488888888888889,0.46044444444444443,0.4826666666666667,0.5182222222222223,0.5902222222222222,0.7057777777777777,0.8124444444444444,0.8977777777777778
CMU-TimeSeries,2,0.8727272727272727,39.2,0.904,60.7,0.993,0.42,0.92,0.007827788649706457,0.008806262230919765,0.018590998043052837,0.03816046966731898,0.07729941291585127,0.13111545988258316,0.18786692759295498,0.2309197651663405,0.2837573385518591,0.3258317025440313,0.36888454011741684,0.40998043052837574,0.4598825831702544,0.49217221135029354,0.541095890410959,0.5675146771037182,0.6076320939334638,0.6614481409001957,0.7045009784735812,0.7729941291585127,0.8708414872798435,0.9256360078277887,0.9686888454011742
CMU-TimeSeries,3,0.8727272727272727,49.9,0.904,75.2,0.957,0.417,0.877,0.005122950819672131,0.005122950819672131,0.010245901639344262,0.0235655737704918,0.055327868852459015,0.09016393442622951,0.13217213114754098,0.1864754098360656,0.2489754098360656,0.305327868852459,0.3442622950819672,0.39241803278688525,0.42418032786885246,0.45286885245901637,0.48463114754098363,0.5102459016393442,0.5491803278688525,0.5881147540983607,0.6383196721311475,0.7069672131147541,0.8084016393442623,0.8790983606557377,0.9579918032786885
SigSci-TSENS,0,0.9533960292580982,16.2,0.904,23.4,0.955,0.613,0.895,0.045567522783761395,0.058823529411764705,0.07787903893951947,0.10273405136702568,0.13173156586578294,0.16735708367854185,0.2087821043910522,0.25766362883181443,0.3024026512013256,0.376139188069594,0.4515327257663629,0.5252692626346314,0.5923777961888981,0.656172328086164,0.7091963545981773,0.7514498757249378,0.7937033968516984,0.8285004142502072,0.8632974316487159,0.8972659486329743,0.9262634631317316,0.9386909693454847,0.9569179784589892
CU-ensemble,0,1,16,0.907,24,0.995,0.519,0.89,0.0473186119873817,0.052050473186119876,0.07097791798107256,0.10804416403785488,0.14274447949526814,0.1916403785488959,0.23264984227129337,0.28154574132492116,0.3272870662460568,0.38170347003154576,0.42902208201892744,0.4834384858044164,0.5481072555205048,0.6033123028391167,0.6498422712933754,0.7074132492113565,0.751577287066246,0.7902208201892744,0.8264984227129337,0.8698738170347003,0.9148264984227129,0.9408517350157729,0.9589905362776026
UMass-trends_ensemble,3,1,50.2,0.907,76.4,0.967,0.574,0.888,0.009795191451469279,0.020480854853072127,0.032056990204808546,0.04986642920747997,0.08370436331255565,0.11398040961709706,0.14781834372217276,0.18967052537845058,0.2493321460373998,0.3232413178984862,0.396260017809439,0.4772929652715939,0.5271593944790739,0.5841495992876224,0.6331255565449688,0.678539626001781,0.715939447907391,0.7569011576135352,0.7951914514692787,0.8370436331255565,0.8851291184327693,0.9020480854853072,0.9243098842386465
CMU-TimeSeries,1,0.8727272727272727,27.4,0.91,43.2,1.03,0.452,0.942,0.009380863039399626,0.012195121951219513,0.027204502814258912,0.054409005628517824,0.1022514071294559,0.15666041275797374,0.20544090056285177,0.25609756097560976,0.3048780487804878,0.3339587242026266,0.37523452157598497,0.42401500938086306,0.47842401500938087,0.5159474671669794,0.5590994371482176,0.5966228893058161,0.6566604127579737,0.702626641651032,0.7673545966228893,0.8264540337711069,0.9071294559099438,0.948405253283302,0.9793621013133208
SGroup-RandomForest,2,0.9690700104493208,37.5,0.915,56.2,0.972,0.41,0.883,0.008795074758135445,0.011433597185576077,0.022867194371152155,0.056288478452066845,0.09410729991204925,0.13280562884784522,0.1706244503078276,0.2040457343887423,0.23746701846965698,0.27880386983289357,0.31398416886543534,0.35883905013192613,0.4098504837291117,0.4450307827616535,0.484608619173263,0.5294635004397538,0.5743183817062445,0.6262093227792436,0.6772207563764292,0.7387862796833773,0.820580474934037,0.8865435356200527,0.9243623570800352
NU_UCSD-GLEAM_AI_FLUH,3,0.6833855799373041,61.8,0.916,90.3,0.932,0.316,0.729,0.047752808988764044,0.07162921348314606,0.09269662921348315,0.125,0.15870786516853932,0.1896067415730337,0.23314606741573032,0.2794943820224719,0.31320224719101125,0.34691011235955055,0.37219101123595505,0.40870786516853935,0.44662921348314605,0.46629213483146065,0.4887640449438202,0.5224719101123596,0.5491573033707865,0.5814606741573034,0.6207865168539326,0.6741573033707865,0.7443820224719101,0.800561797752809,0.848314606741573
LUcompUncertLab-chimera,2,0.9276907001044932,41.8,0.929,60.6,0.954,0.421,0.796,0.062180579216354344,0.08006814310051108,0.10221465076660988,0.1260647359454855,0.15502555366269166,0.1950596252129472,0.2223168654173765,0.24872231686541738,0.28620102214650767,0.32367972742759793,0.3781942078364566,0.4182282793867121,0.4565587734241908,0.49318568994889267,0.5400340715502555,0.5928449744463373,0.6328790459965928,0.6839863713798978,0.7359454855195912,0.7793867120954003,0.8347529812606473,0.8679727427597955,0.8943781942078365
SGroup-RandomForest,1,0.9690700104493208,27.8,0.944,41.3,1.02,0.434,0.898,0.011834319526627219,0.018596787827557058,0.034657650042265425,0.07100591715976332,0.11749788672865596,0.15384615384615385,0.1893491124260355,0.2256973795435334,0.27303465765004226,0.31191885038038886,0.3508030431107354,0.400676246830093,0.45731191885038036,0.4911242603550296,0.5249366018596788,0.5655114116652579,0.6153846153846154,0.6593406593406593,0.7286559594251902,0.7878275570583263,0.8503803888419273,0.9070160608622148,0.945054945054945
LUcompUncertLab-chimera,1,0.9276907001044932,30.2,0.95,43.8,0.993,0.46,0.825,0.05,0.06967213114754098,0.09180327868852459,0.12049180327868853,0.15,0.1918032786885246,0.22704918032786886,0.2598360655737705,0.3008196721311475,0.34508196721311474,0.3795081967213115,0.43524590163934423,0.47950819672131145,0.521311475409836,0.5713114754098361,0.6163934426229508,0.6737704918032786,0.7229508196721312,0.7655737704918033,0.8106557377049181,0.8565573770491803,0.8860655737704918,0.9172131147540984
UM-DeepOutbreak,3,0.9924764890282132,51.8,0.95,62.3,0.8,0.565,0.707,0.08168761220825853,0.08886894075403949,0.0933572710951526,0.10233393177737882,0.11759425493716337,0.13824057450628366,0.1651705565529623,0.22621184919210055,0.3123877917414722,0.3895870736086176,0.45870736086175945,0.5008976660682226,0.5314183123877917,0.6005385996409336,0.6561938958707361,0.6974865350089766,0.7289048473967684,0.7522441651705566,0.7648114901256733,0.7827648114901257,0.7908438061041293,0.7926391382405745,0.7935368043087971
UM-DeepOutbreak,2,0.9924764890282132,41.8,0.966,51.2,0.835,0.567,0.748,0.0592274678111588,0.06523605150214593,0.0703862660944206,0.07896995708154507,0.09527896995708154,0.12703862660944207,0.16738197424892703,0.2334763948497854,0.30815450643776826,0.392274678111588,0.4609442060085837,0.5055793991416309,0.5356223175965665,0.5974248927038627,0.6592274678111588,0.7012875536480687,0.7330472103004292,0.7630901287553649,0.7862660944206008,0.8034334763948497,0.8094420600858369,0.8103004291845494,0.8111587982832618
NU_UCSD-GLEAM_AI_FLUH,2,0.6833855799373041,51.7,0.968,76,1,0.349,0.787,0.04708798017348203,0.0644361833952912,0.08674101610904585,0.12639405204460966,0.16356877323420074,0.21933085501858737,0.2552664188351921,0.29615861214374223,0.33209417596034696,0.3680297397769517,0.40148698884758366,0.43246592317224286,0.46716232961586124,0.5043370508054523,0.5452292441140025,0.5774473358116481,0.6047087980173482,0.6356877323420075,0.6840148698884758,0.7199504337050805,0.8004956629491945,0.8513011152416357,0.8872366790582404
Stevens-GBR,1,0.9590386624869384,31.5,0.968,41.6,0.925,0.249,0.801,0.02391118701964133,0.04013663535439795,0.06404782237403928,0.10333048676345004,0.13834329632792486,0.16396242527754057,0.1964133219470538,0.2425277540563621,0.27924850555081127,0.304867634500427,0.33475661827497866,0.35354397950469685,0.3885567890691716,0.39709649871904357,0.4099060631938514,0.42783945345858243,0.4449188727583262,0.4713919726729291,0.511528608027327,0.5960717335610589,0.730999146029035,0.8403074295473953,0.910333048676345
UVAFluX-Ensemble,2,0.980773249738767,43,0.969,60.5,0.968,0.371,0.728,0.06388415672913117,0.08262350936967632,0.11158432708688246,0.17035775127768313,0.21124361158432708,0.2453151618398637,0.2785349233390119,0.31771720613287907,0.3534923339011925,0.3977853492333901,0.43696763202725725,0.4735945485519591,0.5025553662691652,0.5391822827938672,0.5766609880749574,0.606473594548552,0.6388415672913118,0.6712095400340715,0.6993185689948893,0.7359454855195912,0.7793867120954003,0.8066439522998297,0.8330494037478705
UNC_IDD-InfluPaint,3,0.7404388714733542,62.4,0.983,89.7,0.982,0.279,0.713,0.09213759213759214,0.1167076167076167,0.14864864864864866,0.1928746928746929,0.22358722358722358,0.25552825552825553,0.2936117936117936,0.3095823095823096,0.33906633906633904,0.36977886977886976,0.3955773955773956,0.41646191646191644,0.4520884520884521,0.48525798525798525,0.5147420147420148,0.5466830466830467,0.5724815724815725,0.6081081081081081,0.6486486486486487,0.7100737100737101,0.7751842751842751,0.8292383292383292,0.8832923832923832
UNC_IDD-InfluPaint,2,0.7404388714733542,52.2,0.991,74.1,0.995,0.285,0.698,0.09490740740740741,0.12384259259259259,0.16782407407407407,0.19791666666666666,0.2326388888888889,0.25810185185185186,0.2777777777777778,0.30092592592592593,0.3275462962962963,0.3587962962962963,0.3784722222222222,0.41203703703703703,0.4409722222222222,0.4791666666666667,0.5081018518518519,0.53125,0.5625,0.5995370370370371,0.6423611111111112,0.7025462962962963,0.7835648148148148,0.8217592592592593,0.8668981481481481
UM-DeepOutbreak,1,0.9924764890282132,30.6,0.995,37.6,0.88,0.596,0.804,0.042113955408753095,0.046242774566473986,0.054500412881915775,0.07101568951279934,0.0916597853014038,0.11973575557390587,0.15359207266721717,0.21635012386457472,0.29232039636663915,0.38893476465730803,0.46160198183319573,0.49876135425268375,0.5375722543352601,0.5904211395540875,0.6424442609413707,0.7027250206440958,0.7489677952105698,0.7811725846407928,0.8133773740710157,0.8356729975227085,0.8431048720066061,0.8464079273327828,0.847233691164327
FluSight-baseline,0,1,17.6,1,24.1,1,0.302,0.931,0.02050473186119874,0.03627760252365931,0.08517350157728706,0.21056782334384858,0.29652996845425866,0.3438485804416404,0.37381703470031546,0.4085173501577287,0.4384858044164038,0.46529968454258674,0.48501577287066244,0.499211356466877,0.5149842271293376,0.5465299684542587,0.5780757097791798,0.6080441640378549,0.6498422712933754,0.6837539432176656,0.723186119873817,0.7886435331230284,0.8998422712933754,0.9550473186119873,0.9810725552050473
FluSight-baseline,1,1,31.3,1,43.3,1,0.317,0.919,0.02540983606557377,0.03934426229508197,0.06721311475409836,0.16475409836065574,0.24918032786885247,0.3114754098360656,0.35737704918032787,0.38278688524590165,0.4131147540983607,0.4426229508196721,0.4721311475409836,0.510655737704918,0.5336065573770492,0.5631147540983606,0.5852459016393443,0.6188524590163934,0.6581967213114754,0.7016393442622951,0.7434426229508196,0.8073770491803278,0.9016393442622951,0.9491803278688524,0.9672131147540983
FluSight-baseline,2,1,44.1,1,62.1,1,0.306,0.885,0.028960817717206135,0.049403747870528106,0.07751277683134583,0.15928449744463374,0.23594548551959113,0.3049403747870528,0.348381601362862,0.3798977853492334,0.4028960817717206,0.42674616695059625,0.4497444633730835,0.4778534923339012,0.520442930153322,0.5494037478705281,0.5817717206132879,0.6073253833049403,0.6422487223168655,0.6771720613287905,0.7248722316865417,0.7964224872231687,0.893526405451448,0.9267461669505963,0.948892674616695
FluSight-baseline,3,1,55.3,1,79,1,0.308,0.874,0.030276046304541407,0.04719501335707925,0.08103294746215495,0.14781834372217276,0.21371326803205698,0.28138913624220835,0.3321460373998219,0.37666963490650046,0.402493321460374,0.4238646482635797,0.4452359750667854,0.4666073018699911,0.4870881567230632,0.5155832591273375,0.5574354407836153,0.597506678539626,0.6295636687444346,0.6642920747996438,0.7212822796081924,0.786286731967943,0.8726625111308994,0.9154051647373108,0.9332146037399822
cfa-flumech,2,0.8854754440961338,47.9,1.02,69.6,1.06,0.375,0.791,0.057034220532319393,0.07604562737642585,0.09885931558935361,0.14543726235741444,0.16920152091254753,0.19771863117870722,0.23574144486692014,0.25285171102661597,0.2889733840304182,0.3269961977186312,0.3593155893536122,0.40399239543726234,0.44106463878326996,0.48193916349809884,0.5171102661596958,0.5541825095057035,0.6074144486692015,0.6520912547528517,0.6901140684410646,0.7433460076045627,0.8155893536121673,0.8621673003802282,0.9001901140684411
NU_UCSD-GLEAM_AI_FLUH,1,0.6833855799373041,39.6,1.03,59.4,1.11,0.418,0.854,0.03169014084507042,0.05046948356807512,0.07746478873239436,0.11267605633802817,0.14084507042253522,0.18427230046948356,0.21948356807511737,0.25704225352112675,0.29225352112676056,0.3392018779342723,0.3955399061032864,0.4354460093896714,0.4812206572769953,0.5129107981220657,0.5610328638497653,0.5938967136150235,0.6373239436619719,0.6807511737089202,0.7453051643192489,0.8016431924882629,0.8708920187793427,0.9049295774647887,0.9366197183098591
SGroup-RandomForest,0,0.9690700104493208,17.3,1.03,26.4,1.15,0.458,0.928,0.016246953696181964,0.021121039805036556,0.036555645816409424,0.07311129163281885,0.12510154346060115,0.18196588139723802,0.21852152721364745,0.26645004061738425,0.30544272948822093,0.35987002437043053,0.40942323314378554,0.45978878960194963,0.5012185215272137,0.5467099918765231,0.586515028432169,0.6328188464662876,0.6636880584890333,0.7213647441104792,0.7782290820471162,0.8350934199837531,0.8960194963444355,0.9358245329000813,0.966693744922827
UNC_IDD-InfluPaint,1,0.7404388714733542,38.9,1.03,54.5,1.04,0.293,0.722,0.0858085808580858,0.11771177117711772,0.15071507150715072,0.19801980198019803,0.23322332233223322,0.2662266226622662,0.30583058305830585,0.32673267326732675,0.3542354235423542,0.3795379537953795,0.39713971397139713,0.43014301430143015,0.46424642464246424,0.48514851485148514,0.5236523652365237,0.5588558855885588,0.5984598459845984,0.6314631463146315,0.6666666666666666,0.713971397139714,0.7832783278327833,0.8393839383938394,0.8932893289328933
cfa-flumech,1,0.8854754440961338,34.6,1.06,51.3,1.14,0.385,0.815,0.05210237659963437,0.06946983546617916,0.09323583180987204,0.1380255941499086,0.17915904936014626,0.20840950639853748,0.24680073126142596,0.27696526508226693,0.3117001828153565,0.3546617915904936,0.3903107861060329,0.43327239488117003,0.4643510054844607,0.5018281535648994,0.5411334552102377,0.5749542961608776,0.6206581352833638,0.6636197440585009,0.7020109689213894,0.7522851919561243,0.8482632541133455,0.8811700182815356,0.926873857404022
cfa-flumech,3,0.8854754440961338,66.2,1.06,95.5,1.08,0.349,0.777,0.037815126050420166,0.05567226890756303,0.0819327731092437,0.12815126050420167,0.16071428571428573,0.18382352941176472,0.226890756302521,0.2510504201680672,0.28886554621848737,0.32037815126050423,0.3539915966386555,0.38340336134453784,0.42016806722689076,0.4527310924369748,0.49789915966386555,0.5283613445378151,0.5714285714285714,0.6186974789915967,0.6628151260504201,0.7216386554621849,0.7815126050420168,0.832983193277311,0.8718487394957983
GT-FluFNP,3,0.8553814002089865,61.8,1.08,77.1,0.947,0.308,0.569,0.10178384050367262,0.11542497376705142,0.13011542497376705,0.15110178384050368,0.1720881427072403,0.20041972717733472,0.2193074501573977,0.2497376705141658,0.2833158447009444,0.31584470094438616,0.3378803777544596,0.37355718782791186,0.40083945435466944,0.42917103882476393,0.4616998950682057,0.4931794333683106,0.5225603357817419,0.5550891920251836,0.5802728226652676,0.6201469045120671,0.6505771248688352,0.6778593913955928,0.7061909758656874
LUcompUncertLab-chimera,0,0.9276907001044932,19.4,1.08,26.7,1.09,0.488,0.853,0.0473186119873817,0.06545741324921135,0.08911671924290221,0.11750788643533124,0.15220820189274448,0.18533123028391169,0.22476340694006308,0.2689274447949527,0.3083596214511041,0.35331230283911674,0.3990536277602524,0.44873817034700314,0.4921135646687697,0.5457413249211357,0.5899053627760252,0.6451104100946372,0.693217665615142,0.7405362776025236,0.7815457413249212,0.8249211356466877,0.8761829652996845,0.9108832807570978,0.9384858044164038
UVAFluX-Ensemble,3,0.980773249738767,60,1.08,81.3,1.02,0.327,0.684,0.058771148708815675,0.0854853072128228,0.11041852181656278,0.17542297417631345,0.21816562778272486,0.26714158504007124,0.3054318788958148,0.3330365093499555,0.3659839715048976,0.3873552983081033,0.42030276046304543,0.4719501335707925,0.5022261798753339,0.5369545859305432,0.5636687444345503,0.591273374888691,0.622439893143366,0.6509349955476402,0.684772929652716,0.7105966162065895,0.7408726625111309,0.7658058771148709,0.792520035618878
UM-DeepOutbreak,0,0.9924764890282132,18.9,1.09,23.2,0.977,0.592,0.883,0.02938840349483717,0.03256552819698173,0.04527402700555997,0.05798252581413821,0.0937251787132645,0.12152501985702939,0.16441620333598095,0.22954725972994441,0.3089753772835584,0.38840349483717235,0.4567116759332804,0.5075456711675933,0.5409054805401112,0.5972994440031771,0.6552819698173153,0.7092930897537728,0.7553613979348689,0.8101667990468626,0.8498808578236696,0.8752978554408261,0.8999205718824463,0.9062748212867355,0.9078633836378078
ISU_NiemiLab-NLH,3,0.8528735632183908,58.3,1.1,76.3,1.01,0.328,0.721,0.018769551616266946,0.027111574556830033,0.043795620437956206,0.06882168925964546,0.10427528675703858,0.1334723670490094,0.1710114702815433,0.21063607924921793,0.24713242961418144,0.28154327424400416,0.31386861313868614,0.33993743482794575,0.3753910323253389,0.40250260688216893,0.42857142857142855,0.4608967674661105,0.49530761209593327,0.529718456725756,0.5755995828988529,0.6287799791449427,0.6840458811261731,0.7413972888425443,0.7977059436913452
GT-FluFNP,2,0.8553814002089865,50.4,1.12,63.2,1,0.331,0.611,0.10479041916167664,0.124750499001996,0.1377245508982036,0.16666666666666666,0.17864271457085829,0.19760479041916168,0.22355289421157684,0.25449101796407186,0.28542914171656686,0.3223552894211577,0.35429141716566864,0.3932135728542914,0.41916167664670656,0.44510978043912175,0.48902195608782434,0.5159680638722555,0.5489021956087824,0.5778443113772455,0.6157684630738522,0.6447105788423154,0.6986027944111777,0.7265469061876247,0.7514970059880239
ISU_NiemiLab-NLH,2,0.8528735632183908,46.4,1.12,62,1.06,0.35,0.743,0.02277227722772277,0.030693069306930693,0.04257425742574258,0.06534653465346535,0.11089108910891089,0.14752475247524752,0.17722772277227722,0.2188118811881188,0.26732673267326734,0.30594059405940593,0.3445544554455445,0.37722772277227723,0.4,0.43564356435643564,0.46633663366336636,0.49603960396039604,0.5247524752475248,0.5712871287128712,0.6099009900990099,0.6524752475247525,0.7217821782178218,0.7653465346534654,0.8207920792079207
NU_UCSD-GLEAM_AI_FLUH,0,0.6833855799373041,23.8,1.12,35.8,1.22,0.553,0.921,0.013348164627363738,0.026696329254727477,0.0389321468298109,0.0778642936596218,0.10122358175750834,0.13904338153503892,0.16907675194660735,0.22803114571746386,0.27586206896551724,0.3225806451612903,0.37486095661846497,0.4482758620689655,0.5161290322580645,0.5706340378197998,0.6218020022246941,0.6662958843159066,0.7219132369299222,0.764182424916574,0.8320355951056729,0.8832035595105673,0.9310344827586207,0.9477196885428254,0.9710789766407119
UGuelph-CompositeCurve,3,0.9147335423197492,68.3,1.15,94.4,1.11,0.392,0.807,0.06464250734573947,0.07933398628795299,0.0930460333006856,0.12830558276199805,0.15377081292850148,0.1762977473065622,0.19686581782566112,0.22428991185112634,0.2605288932419197,0.2938295788442703,0.33202742409402547,0.3770812928501469,0.42115572967678744,0.4632713026444662,0.5024485798237023,0.544564152791381,0.5857002938295789,0.6199804113614104,0.6718903036238981,0.7531831537708129,0.8442703232125367,0.8854064642507345,0.910871694417238
UNC_IDD-InfluPaint,0,0.7404388714733542,23.8,1.16,34.8,1.24,0.354,0.815,0.06171548117154812,0.09205020920502092,0.12447698744769875,0.17154811715481172,0.21652719665271966,0.2615062761506276,0.3002092050209205,0.3378661087866109,0.3692468619246862,0.401673640167364,0.4341004184100418,0.45502092050209203,0.49476987447698745,0.5324267782426778,0.5669456066945606,0.606694560669456,0.6537656903765691,0.6914225941422594,0.7332635983263598,0.7771966527196653,0.8535564853556485,0.9069037656903766,0.9435146443514645
Stevens-GBR,0,0.9590386624869384,21.4,1.18,26.9,1.08,0.234,0.794,0.022149302707136997,0.03609515996718622,0.054142739950779326,0.081214109926169,0.10746513535684987,0.1320754716981132,0.16324856439704677,0.1911402789171452,0.23543888433141918,0.25922887612797374,0.2871205906480722,0.29860541427399506,0.33962264150943394,0.347005742411813,0.35684987694831827,0.3724364232977851,0.3970467596390484,0.43150123051681705,0.4741591468416735,0.5627563576702215,0.7128794093519278,0.8301886792452831,0.9212469237079574
GT-FluFNP,1,0.8553814002089865,37.4,1.19,48.1,1.11,0.304,0.635,0.10803059273422562,0.12906309751434034,0.15105162523900573,0.17973231357552583,0.2055449330783939,0.2304015296367113,0.26290630975143403,0.2944550669216061,0.3202676864244742,0.34990439770554493,0.37093690248565964,0.39961759082217974,0.4254302103250478,0.46175908221797324,0.4980879541108987,0.5296367112810707,0.5592734225621415,0.5946462715105163,0.6347992351816444,0.6730401529636711,0.7151051625239006,0.754302103250478,0.7724665391969407
cfa-flumech,0,0.8854754440961338,21.5,1.19,32.4,1.32,0.415,0.864,0.03424056189640035,0.05179982440737489,0.07726075504828797,0.13257243195785778,0.17295873573309922,0.21246707638279191,0.25197541703248466,0.28797190517998245,0.3283582089552239,0.3722563652326602,0.40913081650570676,0.46005267778753295,0.4986830553116769,0.5364354697102721,0.5768217734855136,0.6128182616330115,0.6567164179104478,0.7014925373134329,0.7594381035996488,0.810359964881475,0.8700614574187884,0.9113257243195786,0.935908691834943
ISU_NiemiLab-NLH,1,0.8528735632183908,33.8,1.22,46,1.19,0.399,0.791,0.01893939393939394,0.023674242424242424,0.038825757575757576,0.06723484848484848,0.10227272727272728,0.13731060606060605,0.17897727272727273,0.23200757575757575,0.2746212121212121,0.32196969696969696,0.3560606060606061,0.39678030303030304,0.4365530303030303,0.4725378787878788,0.5123106060606061,0.540719696969697,0.5738636363636364,0.6079545454545454,0.646780303030303,0.6856060606060606,0.7433712121212122,0.8049242424242424,0.84375
VTSanghani-Ensemble,3,0.857889237199582,71.5,1.22,90.2,1.09,0.211,0.455,0.229800629590766,0.25498426023084997,0.2780692549842602,0.3147953830010493,0.3483735571878279,0.37670514165792235,0.40083945435466944,0.4260230849947534,0.4522560335781742,0.47429171038824763,0.5005246589716684,0.5173137460650578,0.5372507869884575,0.5508919202518363,0.5729275970619098,0.5907660020986358,0.6075550891920252,0.6274921301154249,0.6390346274921301,0.6558237145855194,0.683105981112277,0.7040923399790137,0.7240293809024134
VTSanghani-Ensemble,2,0.857889237199582,56.4,1.23,72.1,1.12,0.247,0.51,0.23705179282868527,0.2539840637450199,0.2778884462151394,0.3197211155378486,0.34860557768924305,0.38147410358565736,0.399402390438247,0.42330677290836655,0.44322709163346613,0.4721115537848606,0.49302788844621515,0.5239043824701195,0.546812749003984,0.5747011952191236,0.5936254980079682,0.6165338645418327,0.6434262948207171,0.6623505976095617,0.6822709163346613,0.701195219123506,0.7340637450199203,0.7549800796812749,0.7778884462151394
UGuelph-CompositeCurve,2,0.9147335423197492,58.4,1.24,80.9,1.21,0.407,0.82,0.06902985074626866,0.07742537313432836,0.0914179104477612,0.11753731343283583,0.13805970149253732,0.15764925373134328,0.1791044776119403,0.20708955223880596,0.24347014925373134,0.292910447761194,0.3255597014925373,0.3694029850746269,0.41884328358208955,0.45802238805970147,0.49720149253731344,0.5419776119402985,0.5839552238805971,0.6240671641791045,0.6697761194029851,0.7453358208955224,0.8395522388059702,0.8955223880597015,0.917910447761194
SigSci-CREG,2,0.7239289446185998,38.9,1.28,53.1,1.24,0.346,0.723,0.0509478672985782,0.07345971563981042,0.09360189573459715,0.12559241706161137,0.1670616113744076,0.19549763033175355,0.23222748815165878,0.254739336492891,0.2902843601895735,0.3281990521327014,0.35545023696682465,0.38507109004739337,0.4087677725118483,0.4431279620853081,0.471563981042654,0.5130331753554502,0.5485781990521327,0.5912322274881516,0.6386255924170616,0.6765402843601895,0.745260663507109,0.783175355450237,0.830568720379147
SigSci-CREG,1,0.7239289446185998,27.1,1.29,38.8,1.34,0.435,0.828,0.033860045146726865,0.050790067720090294,0.06659142212189616,0.09029345372460497,0.1252821670428894,0.15575620767494355,0.1986455981941309,0.22460496613995484,0.2516930022573363,0.291196388261851,0.3295711060948081,0.38261851015801357,0.4288939051918736,0.4672686230248307,0.5135440180586908,0.5485327313769752,0.6015801354401806,0.654627539503386,0.7042889390519187,0.7539503386004515,0.809255079006772,0.863431151241535,0.90744920993228
SigSci-CREG,3,0.7239289446185998,53.5,1.34,69.6,1.22,0.243,0.642,0.06483790523690773,0.08104738154613467,0.1172069825436409,0.15586034912718205,0.19326683291770574,0.23067331670822944,0.2581047381546135,0.2793017456359102,0.3104738154613466,0.327930174563591,0.34538653366583544,0.36159600997506236,0.3778054862842893,0.41271820448877805,0.43266832917705733,0.4551122194513716,0.4837905236907731,0.5224438902743143,0.5586034912718204,0.6072319201995012,0.669576059850374,0.7119700748129676,0.7506234413965087
GT-FluFNP,0,0.8553814002089865,23.4,1.38,31.4,1.36,0.362,0.702,0.07875457875457875,0.0924908424908425,0.11904761904761904,0.15476190476190477,0.1813186813186813,0.20695970695970695,0.25457875457875456,0.2967032967032967,0.3269230769230769,0.35622710622710624,0.3882783882783883,0.42124542124542125,0.4633699633699634,0.49725274725274726,0.532967032967033,0.5741758241758241,0.6062271062271062,0.6437728937728938,0.6712454212454212,0.7106227106227107,0.7518315018315018,0.7811355311355311,0.804945054945055
SigSci-CREG,0,0.7239289446185998,18.6,1.44,27.9,1.58,0.543,0.916,0.028969957081545063,0.03540772532188841,0.04291845493562232,0.0611587982832618,0.08798283261802575,0.10944206008583691,0.14163090128755365,0.17167381974248927,0.21566523605150215,0.25643776824034337,0.30257510729613735,0.3540772532188841,0.40879828326180256,0.4624463519313305,0.5225321888412017,0.5772532188841202,0.6512875536480687,0.7081545064377682,0.7671673819742489,0.825107296137339,0.8894849785407726,0.9366952789699571,0.973175965665236
VTSanghani-Ensemble,1,0.857889237199582,48,1.51,60.8,1.39,0.215,0.509,0.2438095238095238,0.2638095238095238,0.2895238095238095,0.32666666666666666,0.3580952380952381,0.38761904761904764,0.41904761904761906,0.44095238095238093,0.4638095238095238,0.4857142857142857,0.5057142857142857,0.5190476190476191,0.5342857142857143,0.560952380952381,0.5828571428571429,0.6047619047619047,0.6314285714285715,0.6476190476190476,0.6761904761904762,0.7019047619047619,0.7352380952380952,0.7619047619047619,0.7895238095238095
