model,horizon,prop,wis,wis_scaled_relative_skill,ae_median,ae_median_scaled_relative_skill,interval_coverage_50,interval_coverage_95,q_coverage_0.010,q_coverage_0.025,q_coverage_0.050,q_coverage_0.100,q_coverage_0.150,q_coverage_0.200,q_coverage_0.250,q_coverage_0.300,q_coverage_0.350,q_coverage_0.400,q_coverage_0.450,q_coverage_0.500,q_coverage_0.550,q_coverage_0.600,q_coverage_0.650,q_coverage_0.700,q_coverage_0.750,q_coverage_0.800,q_coverage_0.850,q_coverage_0.900,q_coverage_0.950,q_coverage_0.975,q_coverage_0.990
UGA_flucast-INFLAenza,3,0.8929989550679206,43.5,0.724,63.4,0.737,0.413,0.859,0.006030150753768844,0.012060301507537688,0.033165829145728645,0.07236180904522613,0.1035175879396985,0.15175879396984926,0.2020100502512563,0.24623115577889448,0.2834170854271357,0.32964824120603015,0.3658291457286432,0.41105527638190953,0.44120603015075377,0.47035175879396984,0.5115577889447236,0.5618090452261306,0.5949748743718593,0.6391959798994975,0.6834170854271356,0.735678391959799,0.8080402010050252,0.8673366834170855,0.9195979899497487
FluSight-ensemble,1,1,22.8,0.726,35.2,0.81,0.539,0.94,0.009836065573770493,0.01721311475409836,0.030327868852459017,0.05573770491803279,0.0959016393442623,0.12377049180327869,0.16557377049180327,0.20901639344262296,0.25901639344262295,0.30901639344262294,0.3770491803278688,0.4319672131147541,0.48032786885245904,0.5368852459016393,0.5819672131147541,0.6434426229508197,0.6942622950819672,0.7360655737704918,0.7918032786885246,0.8549180327868853,0.9114754098360656,0.9475409836065574,0.9655737704918033
MOBS-GLEAM_FLUH,3,0.9753396029258098,42.2,0.739,60.5,0.744,0.314,0.701,0.024657534246575342,0.0410958904109589,0.058447488584474884,0.08493150684931507,0.108675799086758,0.13881278538812786,0.1643835616438356,0.18812785388127853,0.2273972602739726,0.2502283105022831,0.27488584474885847,0.29954337899543376,0.32511415525114157,0.35707762557077627,0.4009132420091324,0.4374429223744292,0.4712328767123288,0.5114155251141552,0.5552511415525114,0.6118721461187214,0.6977168949771689,0.7406392694063927,0.7853881278538812
UGA_flucast-INFLAenza,1,0.8929989550679206,25.2,0.741,38.2,0.811,0.509,0.927,0.013736263736263736,0.026556776556776556,0.038461538461538464,0.08791208791208792,0.13553113553113552,0.16941391941391942,0.21245421245421245,0.26282051282051283,0.29945054945054944,0.358974358974359,0.4139194139194139,0.4652014652014652,0.5128205128205128,0.5586080586080586,0.5998168498168498,0.6456043956043956,0.695054945054945,0.74633699633699635,0.7939560439560439,0.8534798534798534,0.9148351648351648,0.9386446886446886,0.9587912087912088
CEPH-Rtrend_fluH,3,1,42.1,0.76,61.1,0.771,0.451,0.851,0.016918967052537846,0.0213713268032057,0.029385574354407838,0.04986642920747997,0.07123775601068566,0.08370436331255565,0.10240427426536064,0.12555654496883348,0.14870881567230632,0.182546749777382,0.20926090828138913,0.2466607301869991,0.3045414069456812,0.3606411398040962,0.41763134461264473,0.4826357969723954,0.5458593054318789,0.6117542297417632,0.6696349065004452,0.7337488869100623,0.8165627782724845,0.8664292074799644,0.9047195013357079
MIGHTE-Nsemble,1,1,23.9,0.76,35.8,0.822,0.596,0.948,0.018032786885245903,0.023770491803278688,0.03934426229508197,0.08114754098360656,0.11967213114754098,0.15655737704918032,0.20573770491803278,0.26557377049180325,0.31065573770491806,0.3721311475409836,0.430327868852459,0.5032786885245901,0.5549180327868852,0.6229508196721312,0.6729508196721311,0.7368852459016394,0.7983606557377049,0.8360655737704918,0.8737704918032787,0.9098360655737705,0.9450819672131148,0.9631147540983607,0.9754098360655737
PSI-PROF,2,1,33.6,0.76,52,0.834,0.436,0.85,0.05110732538330494,0.06984667802385008,0.08943781942078365,0.11754684838160136,0.1465076660988075,0.17717206132879046,0.20954003407155025,0.24275979557069846,0.2708688245315162,0.3083475298126065,0.35178875638841567,0.3986371379897785,0.44293015332197616,0.49148211243611584,0.5528109028960818,0.590289608177172,0.6320272572402045,0.6814310051107325,0.7359454855195912,0.8015332197614992,0.8739352640545145,0.909710391822828,0.9301533219761499
FluSight-ensemble,0,1,13.4,0.761,20.8,0.862,0.586,0.954,0.014195583596214511,0.01971608832807571,0.02444794952681388,0.0473186119873817,0.07334384858044164,0.10962145110410094,0.1632492113564669,0.21608832807570977,0.2697160883280757,0.3249211356466877,0.3911671924290221,0.4526813880126183,0.5086750788643533,0.5630914826498423,0.6182965299684543,0.6640378548895899,0.7350157728706624,0.7823343848580442,0.8367507886435331,0.8801261829652997,0.9416403785488959,0.9613564668769716,0.9858044164037855
MOBS-GLEAM_FLUH,1,0.9753396029258098,24.5,0.764,37.8,0.855,0.367,0.812,0.034453781512605045,0.05042016806722689,0.06302521008403361,0.1092436974789916,0.14453781512605043,0.1722689075630252,0.21092436974789916,0.24285714285714285,0.27563025210084036,0.31176470588235294,0.34285714285714286,0.3739495798319328,0.4084033613445378,0.4470588235294118,0.4773109243697479,0.5210084033613446,0.573109243697479,0.6218487394957983,0.6621848739495798,0.726890756302521,0.807563025210084,0.8588235294117647,0.8974789915966387
PSI-PROF,3,1,42.4,0.764,65.6,0.83,0.416,0.841,0.048975957257346395,0.0578806767586821,0.08014247551202137,0.11219946571682991,0.13980409617097062,0.16562778272484416,0.19412288512911843,0.22083704363312556,0.2466607301869991,0.2831700801424755,0.333926981300089,0.38023152270703475,0.42742653606411396,0.4666073018699911,0.5022261798753339,0.5476402493321461,0.6019590382902938,0.6455921638468388,0.6981300089047195,0.7640249332146037,0.8459483526268923,0.8895814781834372,0.9109528049866429
PSI-PROF,1,1,24.2,0.771,37.1,0.854,0.512,0.898,0.03442622950819672,0.04672131147540984,0.06393442622950819,0.10573770491803279,0.14016393442622951,0.1737704918032787,0.1959016393442623,0.24508196721311476,0.289344262295082,0.34672131147540985,0.4057377049180328,0.45491803278688525,0.5016393442622951,0.5442622950819672,0.5885245901639344,0.6385245901639345,0.6893442622950819,0.7401639344262295,0.7844262295081967,0.840983606557377,0.8959016393442623,0.9368852459016394,0.9483606557377049
CEPH-Rtrend_fluH,2,1,35,0.79,51.9,0.83,0.486,0.877,0.022998296422487224,0.030664395229982964,0.039182282793867124,0.05706984667802385,0.07495741056218058,0.09625212947189098,0.1201022146507666,0.1524701873935264,0.1848381601362862,0.21976149914821125,0.262350936967632,0.30664395229982966,0.3594548551959114,0.41737649063032367,0.4804088586030664,0.5366269165247018,0.5928449744463373,0.6575809199318569,0.7120954003407155,0.782793867120954,0.8517887563884157,0.8986371379897785,0.9250425894378195
UGA_flucast-Copycat,2,0.8512016718913271,39,0.793,56.5,0.811,0.389,0.816,0.024096385542168676,0.03112449799196787,0.05220883534136546,0.10140562248995984,0.1395582329317269,0.19578313253012047,0.23293172690763053,0.2740963855421687,0.31827309236947793,0.3614457831325301,0.4046184738955823,0.44879518072289154,0.4859437751004016,0.5281124497991968,0.5512048192771084,0.5833333333333334,0.608433734939759,0.6455823293172691,0.6827309236947792,0.7349397590361446,0.7901606425702812,0.8453815261044176,0.9006024096385542
UGA_flucast-INFLAenza,0,0.8929989550679206,14.9,0.793,22.8,0.888,0.578,0.96,0.017543859649122806,0.02543859649122807,0.04736842105263158,0.07368421052631578,0.11228070175438597,0.1675438596491228,0.21578947368421053,0.27456140350877195,0.3263157894736842,0.37719298245614036,0.4412280701754386,0.48157894736842105,0.5368421052631579,0.5921052631578947,0.6412280701754386,0.7096491228070175,0.7543859649122807,0.8017543859649123,0.8508771929824561,0.8991228070175439,0.9412280701754386,0.9719298245614035,0.9850877192982456
UGA_flucast-Copycat,1,0.8512016718913271,28.2,0.806,40.4,0.835,0.424,0.832,0.022072936660268713,0.03358925143953935,0.04702495201535509,0.09404990403071017,0.1420345489443378,0.1890595009596929,0.22936660268714013,0.27735124760076774,0.33013435700575816,0.3800383877159309,0.41746641074856045,0.45681381957773515,0.4952015355086372,0.5393474088291746,0.5748560460652591,0.6046065259117083,0.6324376199616123,0.6660268714011516,0.7092130518234165,0.7495201535508638,0.8071017274472169,0.8560460652591171,0.9021113243761996
CU-ensemble,2,1,35.8,0.809,51.6,0.827,0.416,0.807,0.06047700170357751,0.06984667802385008,0.0868824531516184,0.12776831345826234,0.1686541737649063,0.217206132879046,0.2572402044293015,0.3091993185689949,0.3645655877342419,0.40545144804088584,0.45229982964224874,0.4948892674616695,0.5366269165247018,0.5689948892674617,0.6115843270868825,0.6431005110732538,0.6712095400340715,0.702725724020443,0.7385008517887564,0.7836456558773425,0.8347529812606473,0.8756388415672913,0.9088586030664395
CU-ensemble,3,1,45.1,0.812,64.1,0.808,0.364,0.775,0.06767586821015138,0.07212822796081923,0.0917186108637578,0.12822796081923418,0.1745325022261799,0.21371326803205698,0.26625111308993765,0.31522707034728403,0.36420302760463047,0.402493321460374,0.4479073909171861,0.4764024933214604,0.5191451469278717,0.5476402493321461,0.5868210151380232,0.603739982190561,0.628673196794301,0.6669634906500446,0.703472840605521,0.7471059661620659,0.7943009795191451,0.8432769367764915,0.8869100623330365
UGA_flucast-Copycat,3,0.8512016718913271,50.1,0.812,71.8,0.812,0.377,0.807,0.013756613756613757,0.027513227513227514,0.05291005291005291,0.0962962962962963,0.13756613756613756,0.18306878306878308,0.23174603174603176,0.29523809523809524,0.33121693121693124,0.37142857142857144,0.4126984126984127,0.4444444444444444,0.4687830687830688,0.49947089947089945,0.5322751322751322,0.5608465608465608,0.5873015873015873,0.6264550264550265,0.6666666666666666,0.71005291005291,0.7756613756613756,0.8296296296296296,0.8857142857142857
fjordhest-ensemble,1,1,25.9,0.822,40,0.919,0.48,0.92,0.02622950819672131,0.045081967213114756,0.06967213114754098,0.10819672131147541,0.14344262295081966,0.1778688524590164,0.21475409836065573,0.24344262295081967,0.28032786885245903,0.3319672131147541,0.3836065573770492,0.43524590163934423,0.47704918032786886,0.5311475409836065,0.5926229508196721,0.6401639344262295,0.6918032786885245,0.7721311475409836,0.8180327868852459,0.8745901639344262,0.9352459016393443,0.9598360655737705,0.9795081967213115
fjordhest-ensemble,0,1,14.5,0.823,22.4,0.929,0.486,0.907,0.03548895899053628,0.051261829652996846,0.06782334384858044,0.11041009463722397,0.1443217665615142,0.1837539432176656,0.22555205047318613,0.26735015772870663,0.31230283911671924,0.3588328075709779,0.39826498422712936,0.45347003154574134,0.5181388012618297,0.5599369085173501,0.612776025236593,0.6593059936908517,0.7066246056782335,0.7602523659305994,0.8091482649842271,0.8596214511041009,0.917192429022082,0.9526813880126183,0.9755520504731862
CEPH-Rtrend_fluH,1,1,26,0.826,39,0.895,0.523,0.893,0.018852459016393444,0.027868852459016394,0.04262295081967213,0.060655737704918035,0.08524590163934426,0.11557377049180328,0.15163934426229508,0.18934426229508197,0.23278688524590163,0.26885245901639343,0.3122950819672131,0.3663934426229508,0.4237704918032787,0.4860655737704918,0.5368852459016393,0.5942622950819673,0.6557377049180327,0.7114754098360656,0.7680327868852459,0.8270491803278689,0.8778688524590164,0.9114754098360656,0.9385245901639344
fjordhest-ensemble,3,1,46.2,0.83,71.4,0.9,0.471,0.882,0.031166518254674976,0.04986642920747997,0.07212822796081923,0.12021371326803205,0.14870881567230632,0.17809439002671415,0.20391807658058772,0.2404274265360641,0.27515583259127335,0.3072128227960819,0.352626892252894,0.402493321460374,0.4568121104185218,0.5146927871772039,0.5672306322350846,0.6126447016918967,0.672306322350846,0.7141585040071238,0.7702582368655387,0.8227960819234195,0.8949243098842387,0.9296527159394479,0.9652715939447908
cfarenewal-cfaepimlight,3,0.98662486938349,47,0.831,69,0.86,0.445,0.95,0.005410279531109108,0.009918845807033363,0.010820559062218215,0.017132551848512173,0.033363390441839495,0.04869251577998197,0.06853020739404869,0.09197475202885483,0.11000901713255185,0.13615870153291254,0.17853922452660054,0.21550946798917944,0.2560865644724977,0.3128944995491434,0.3606853020739405,0.4310189359783589,0.5058611361587015,0.5942290351668169,0.6916140667267808,0.7853922452660054,0.8926961226330027,0.9522091974752029,0.9846708746618575
fjordhest-ensemble,2,1,36.9,0.832,57.5,0.918,0.457,0.898,0.03236797274275979,0.05281090289608177,0.08091993185689948,0.12095400340715502,0.1575809199318569,0.18313458262350937,0.21379897785349233,0.2444633730834753,0.28449744463373083,0.31175468483816016,0.36030664395229983,0.40545144804088584,0.4616695059625213,0.5187393526405452,0.5715502555366269,0.6260647359454855,0.6686541737649063,0.7350936967632027,0.7964224872231687,0.8662691652470187,0.9173764906303237,0.9480408858603067,0.9770017035775128
PSI-PROF,0,1,14.7,0.835,21.5,0.891,0.616,0.932,0.03627760252365931,0.04258675078864353,0.055205047318611984,0.07728706624605679,0.10252365930599369,0.13958990536277602,0.1837539432176656,0.23895899053627762,0.29574132492113564,0.35173501577287064,0.40930599369085174,0.47082018927444796,0.5449526813880127,0.6056782334384858,0.6656151419558359,0.7247634069400631,0.7728706624605678,0.8264984227129337,0.8651419558359621,0.9014195583596214,0.9361198738170347,0.9613564668769716,0.9716088328075709
CU-ensemble,1,1,26.3,0.837,38.5,0.887,0.477,0.839,0.05819672131147541,0.06639344262295081,0.08442622950819673,0.11967213114754098,0.15655737704918032,0.1959016393442623,0.24508196721311476,0.30901639344262294,0.3483606557377049,0.40081967213114755,0.460655737704918,0.5065573770491804,0.5647540983606557,0.6049180327868853,0.6491803278688525,0.6852459016393443,0.7213114754098361,0.7508196721311475,0.7836065573770492,0.8237704918032787,0.8688524590163934,0.9049180327868852,0.9344262295081968
UVAFluX-Ensemble,0,0.980773249738767,15.2,0.848,23.4,0.952,0.466,0.873,0.03355155482815057,0.04991816693944354,0.07937806873977087,0.13747954173486088,0.190671031096563,0.22585924713584288,0.26759410801963995,0.31014729950900166,0.3453355155482815,0.3895253682487725,0.43126022913256956,0.49427168576104746,0.5433715220949263,0.5859247135842881,0.6382978723404256,0.67430441898527,0.70949263502455,0.7536824877250409,0.792962356792144,0.8306055646481179,0.8829787234042553,0.9140752864157119,0.9410801963993454
UGA_flucast-Copycat,0,0.8512016718913271,16.5,0.858,23.3,0.884,0.484,0.848,0.022935779816513763,0.04128440366972477,0.06605504587155964,0.10642201834862386,0.13761467889908258,0.17339449541284405,0.21376146788990827,0.25596330275229356,0.3110091743119266,0.3587155963302752,0.42110091743119266,0.4614678899082569,0.5137614678899083,0.5495412844036697,0.5944954128440367,0.6449541284403669,0.6752293577981652,0.7110091743119266,0.744954128440367,0.7844036697247706,0.8348623853211009,0.8733944954128441,0.9110091743119266
CEPH-Rtrend_fluH,0,1,15.2,0.861,22.8,0.947,0.5,0.899,0.022870662460567823,0.03470031545741325,0.055205047318611984,0.10488958990536278,0.14589905362776026,0.18690851735015773,0.22397476340694006,0.27365930599369087,0.31309148264984227,0.35252365930599366,0.40141955835962145,0.4526813880126183,0.5047318611987381,0.5528391167192429,0.5970031545741324,0.6435331230283912,0.6900630914826499,0.7271293375394322,0.7744479495268138,0.832807570977918,0.8824921135646687,0.917981072555205,0.9463722397476341
cfarenewal-cfaepimlight,2,0.98662486938349,38.8,0.864,59.1,0.933,0.455,0.953,0.007765314926660914,0.010353753235547885,0.024158757549611734,0.04918032786885246,0.06643658326143227,0.08024158757549611,0.10181190681622088,0.13546160483175151,0.16479723899913717,0.19758412424503882,0.24158757549611734,0.27955133735979293,0.3244176013805004,0.37359792924935287,0.43226919758412424,0.47799827437446074,0.542709232096635,0.6246764452113891,0.7075064710957722,0.7920621225194133,0.8990509059534081,0.9551337359792925,0.9810181190681622
cfarenewal-cfaepimlight,0,0.98662486938349,15.4,0.867,24.3,0.995,0.507,0.938,0.0232,0.0344,0.0544,0.084,0.1168,0.156,0.1944,0.24,0.2968,0.3352,0.3776,0.4216,0.4568,0.5008,0.5528,0.6104,0.6648,0.7064,0.776,0.8352,0.9,0.9568,0.98
CMU-TimeSeries,0,0.8727272727272727,14.7,0.872,22.7,0.984,0.477,0.95,0.0170863309352518,0.022482014388489208,0.0368705035971223,0.06924460431654676,0.11510791366906475,0.17446043165467626,0.21762589928057555,0.2589928057553957,0.2949640287769784,0.3642086330935252,0.4064748201438849,0.454136690647482,0.4919064748201439,0.5422661870503597,0.5809352517985612,0.6330935251798561,0.6915467625899281,0.7517985611510791,0.802158273381295,0.8570143884892086,0.9280575539568345,0.9649280575539568,0.9829136690647482
cfarenewal-cfaepimlight,1,0.98662486938349,27.8,0.873,42.9,0.975,0.481,0.937,0.011637572734829594,0.020781379883624274,0.043225270157938485,0.06234413965087282,0.08728179551122195,0.11055694098088113,0.14214463840399003,0.17955112219451372,0.2144638403990025,0.26683291770573564,0.3108894430590191,0.3566084788029925,0.4031587697423109,0.4480465502909393,0.4937655860349127,0.5469659185369908,0.6034912718204489,0.6716541978387365,0.7373233582709892,0.8088113050706567,0.8902743142144638,0.9467996674979219,0.9833748960931006
SigSci-TSENS,3,0.9533960292580982,50,0.876,74.5,0.915,0.534,0.864,0.031746031746031744,0.04668534080298786,0.05695611577964519,0.09430438842203548,0.11951447245564893,0.16433239962651727,0.19887955182072828,0.24276377217553688,0.2819794584500467,0.32212885154061627,0.3902894491129785,0.47432306255835666,0.5396825396825397,0.5975723622782446,0.6451914098972923,0.6844070961718021,0.7198879551820728,0.7563025210084033,0.7815126050420168,0.8160597572362278,0.8702147525676938,0.9056956115779645,0.9262371615312792
LUcompUncertLab-chimera,3,0.9276907001044932,55.8,0.877,80.8,0.881,0.495,0.848,0.02574002574002574,0.029601029601029602,0.03474903474903475,0.05276705276705277,0.07850707850707851,0.10682110682110682,0.13384813384813385,0.16731016731016732,0.21106821106821108,0.25096525096525096,0.296010296010296,0.3539253539253539,0.4195624195624196,0.46846846846846846,0.5212355212355212,0.5688545688545689,0.6216216216216216,0.6924066924066924,0.7503217503217503,0.7992277992277992,0.8532818532818532,0.8777348777348777,0.8996138996138996
UMass-trends_ensemble,2,1,38.8,0.878,59.9,0.963,0.611,0.926,0.01192504258943782,0.01788756388415673,0.028109028960817718,0.04514480408858603,0.07666098807495741,0.11499148211243612,0.15417376490630325,0.20783645655877342,0.2606473594548552,0.3270868824531516,0.41396933560477,0.4846678023850085,0.5587734241908007,0.6124361158432708,0.661839863713799,0.7086882453151618,0.7555366269165247,0.803236797274276,0.84412265758092,0.8773424190800682,0.9131175468483816,0.934412265758092,0.9531516183986372
UMass-trends_ensemble,1,1,27.6,0.879,41.8,0.965,0.674,0.948,0.012295081967213115,0.018032786885245903,0.023770491803278688,0.04016393442622951,0.06311475409836066,0.0959016393442623,0.15081967213114755,0.20901639344262296,0.2754098360655738,0.3516393442622951,0.4311475409836066,0.510655737704918,0.5860655737704918,0.6450819672131147,0.6967213114754098,0.7581967213114754,0.8098360655737705,0.8549180327868853,0.8811475409836066,0.9131147540983606,0.9434426229508197,0.9557377049180328,0.9647540983606557
SigSci-TSENS,2,0.9533960292580982,39.9,0.88,59.4,0.928,0.549,0.871,0.033035714285714286,0.048214285714285716,0.06785714285714285,0.09821428571428571,0.12946428571428573,0.17142857142857143,0.20714285714285716,0.24375,0.28660714285714284,0.34285714285714286,0.40535714285714286,0.4973214285714286,0.5669642857142857,0.6205357142857143,0.6714285714285714,0.7133928571428572,0.7455357142857143,0.7758928571428572,0.8098214285714286,0.8419642857142857,0.8857142857142857,0.9098214285714286,0.9339285714285714
SGroup-RandomForest,3,0.9690700104493208,46.3,0.885,68.3,0.916,0.408,0.856,0.0055248618784530384,0.007366482504604052,0.011049723756906077,0.027624309392265192,0.06353591160220995,0.09392265193370165,0.1279926335174954,0.18047882136279927,0.22007366482504603,0.2541436464088398,0.2983425414364641,0.3351749539594843,0.3747697974217311,0.4180478821362799,0.4521178637200737,0.49171270718232046,0.5294659300184162,0.569060773480663,0.6344383057090239,0.714548802946593,0.8020257826887661,0.858195211786372,0.9088397790055248
Stevens-GBR,3,0.9590386624869384,51,0.885,66.4,0.808,0.254,0.739,0.015828677839851025,0.040968342644320296,0.06052141527001862,0.08100558659217877,0.12383612662942271,0.17225325884543763,0.20670391061452514,0.2467411545623836,0.29329608938547486,0.3221601489757914,0.351024208566108,0.3659217877094972,0.4106145251396648,0.419925512104283,0.43109869646182497,0.4441340782122905,0.46089385474860334,0.48417132216014896,0.5037243947858473,0.5623836126629422,0.6703910614525139,0.7802607076350093,0.8901303538175046
UMass-trends_ensemble,0,1,15.6,0.887,23.6,0.98,0.688,0.952,0.01971608832807571,0.021293375394321766,0.026813880126182965,0.04574132492113565,0.07728706624605679,0.11987381703470032,0.1695583596214511,0.22318611987381703,0.28785488958990535,0.35173501577287064,0.4416403785488959,0.5283911671924291,0.610410094637224,0.6766561514195584,0.7334384858044164,0.7807570977917981,0.8359621451104101,0.8753943217665615,0.9029968454258676,0.9369085173501577,0.9503154574132492,0.9605678233438486,0.972397476340694
MIGHTE-Nsemble,0,1,15.8,0.893,23.1,0.956,0.658,0.979,0.01498422712933754,0.022082018927444796,0.033123028391167195,0.051261829652996846,0.08911671924290221,0.13170347003154576,0.17429022082018927,0.24290220820189273,0.305993690851735,0.3698738170347003,0.4313880126182965,0.5118296529968455,0.5772870662460567,0.6506309148264984,0.722397476340694,0.7752365930599369,0.8280757097791798,0.8746056782334385,0.9093059936908517,0.9400630914826499,0.9739747634069401,0.9897476340694006,0.9921135646687698
SigSci-TSENS,1,0.9533960292580982,28.5,0.894,41.1,0.93,0.6,0.89,0.04209621993127148,0.048109965635738834,0.0627147766323024,0.0936426116838488,0.13745704467353953,0.16323024054982818,0.20017182130584193,0.24054982817869416,0.29553264604810997,0.3470790378006873,0.4329896907216495,0.5163230240549829,0.5850515463917526,0.6486254295532646,0.7027491408934707,0.7396907216494846,0.7749140893470791,0.8127147766323024,0.8393470790378007,0.8737113402061856,0.904639175257732,0.9286941580756014,0.9467353951890034
UVAFluX-Ensemble,1,0.980773249738767,28.8,0.895,42.1,0.944,0.401,0.793,0.049403747870528106,0.0706984667802385,0.10732538330494037,0.14821124361158433,0.19165247018739354,0.22998296422487224,0.27001703577512776,0.313458262350937,0.358603066439523,0.38671209540034074,0.42078364565587734,0.47189097103918226,0.514480408858603,0.5502555366269165,0.5843270868824532,0.6183986371379898,0.6567291311754685,0.696763202725724,0.7282793867120954,0.7649063032367973,0.8057921635434412,0.8560477001703578,0.8884156729131175
