model,horizon,reference_date,prop,wis,wis_scaled_relative_skill,ae_median,ae_median_scaled_relative_skill,interval_coverage_50,interval_coverage_95,q_coverage_0.010,q_coverage_0.025,q_coverage_0.050,q_coverage_0.100,q_coverage_0.150,q_coverage_0.200,q_coverage_0.250,q_coverage_0.300,q_coverage_0.350,q_coverage_0.400,q_coverage_0.450,q_coverage_0.500,q_coverage_0.550,q_coverage_0.600,q_coverage_0.650,q_coverage_0.700,q_coverage_0.750,q_coverage_0.800,q_coverage_0.850,q_coverage_0.900,q_coverage_0.950,q_coverage_0.975,q_coverage_0.990
UMass-gbq_qr_no_transform,3,2024-03-09,1,14.3,0.274,22.6,0.284,0.696,1,0,0,0,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.17391304347826086,0.2391304347826087,0.32608695652173914,0.45652173913043476,0.5652173913043478,0.6304347826086957,0.6956521739130435,0.7608695652173914,0.8043478260869565,0.8478260869565217,0.8695652173913043,0.8913043478260869,0.9130434782608695,0.9782608695652174,0.9782608695652174,1,1
UMass-gbq_qr_no_transform,2,2024-04-06,1,7.18,0.277,9.93,0.232,0.604,0.938,0.0625,0.0625,0.0625,0.16666666666666666,0.1875,0.25,0.25,0.3333333333333333,0.3541666666666667,0.4791666666666667,0.5,0.5416666666666666,0.6666666666666666,0.7083333333333334,0.7291666666666666,0.7916666666666666,0.8541666666666666,0.9166666666666666,1,1,1,1,1
UMass-gbq_qr,3,2024-01-13,1,32,0.282,41.8,0.27,0.535,0.977,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.23255813953488372,0.32558139534883723,0.3953488372093023,0.4883720930232558,0.5581395348837209,0.5813953488372093,0.6046511627906976,0.7441860465116279,0.7906976744186046,0.8372093023255814,0.8604651162790697,0.8837209302325582,0.9302325581395349,0.9302325581395349,0.9767441860465116,1,1,1,1
UMass-gbq_qr_no_transform,3,2024-03-23,1,9.44,0.283,13.4,0.255,0.652,0.935,0.021739130434782608,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2391304347826087,0.391304347826087,0.45652173913043476,0.5217391304347826,0.5869565217391305,0.6739130434782609,0.717391304347826,0.782608695652174,0.9130434782608695,0.9782608695652174,1,1,1
UMass-gbq_qr,1,2023-12-16,1,25.9,0.288,35.3,0.31,0.655,1,0,0,0,0.034482758620689655,0.10344827586206896,0.13793103448275862,0.20689655172413793,0.2413793103448276,0.3448275862068966,0.3448275862068966,0.4482758620689655,0.5517241379310345,0.6206896551724138,0.6896551724137931,0.7586206896551724,0.8275862068965517,0.8620689655172413,0.896551724137931,0.9310344827586207,0.9655172413793104,0.9655172413793104,1,1
UMass-gbq_qr_hhs_only,2,2024-01-06,1,28.5,0.292,42.6,0.335,0.6,0.975,0,0.025,0.025,0.05,0.05,0.075,0.1,0.1,0.125,0.125,0.15,0.15,0.175,0.2,0.625,0.65,0.7,0.75,0.825,0.875,1,1,1
UMass-gbq_qr,3,2024-03-16,1,15.2,0.293,19.4,0.239,0.922,1,0,0,0,0,0,0,0.0196078431372549,0.09803921568627451,0.17647058823529413,0.3137254901960784,0.39215686274509803,0.43137254901960786,0.5686274509803921,0.6862745098039216,0.803921568627451,0.8627450980392157,0.9411764705882353,1,1,1,1,1,1
UMass-gbq_qr_no_transform,3,2024-03-16,1,15.3,0.296,22.1,0.272,0.725,0.98,0,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.09803921568627451,0.11764705882352941,0.17647058823529413,0.19607843137254902,0.27450980392156865,0.3333333333333333,0.43137254901960786,0.49019607843137253,0.5882352941176471,0.6274509803921569,0.7058823529411765,0.8431372549019608,0.8823529411764706,0.9803921568627451,1,1,1,1
UMass-gbq_qr_hhs_only,3,2023-12-02,1,36.5,0.298,50.4,0.316,0.517,0.897,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.2413793103448276,0.3103448275862069,0.3103448275862069,0.4827586206896552,0.5517241379310345,0.6206896551724138,0.6551724137931034,0.6551724137931034,0.6896551724137931,0.6896551724137931,0.7241379310344828,0.7586206896551724,0.896551724137931,0.9310344827586207,0.9655172413793104
UMass-gbq_qr,2,2024-04-13,1,9.67,0.299,13.7,0.274,0.673,1,0,0,0,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.09615384615384616,0.15384615384615385,0.25,0.3076923076923077,0.38461538461538464,0.4230769230769231,0.4807692307692308,0.6538461538461539,0.6538461538461539,0.7307692307692307,0.7692307692307693,0.8076923076923077,0.8846153846153846,0.9230769230769231,0.9615384615384616,1,1
UMass-gbq_qr_no_reporting_adj,1,2023-12-16,1,27.4,0.304,39.7,0.348,0.586,0.966,0,0,0,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.13793103448275862,0.1724137931034483,0.2413793103448276,0.3793103448275862,0.3793103448275862,0.3793103448275862,0.4482758620689655,0.5172413793103449,0.6206896551724138,0.6896551724137931,0.7241379310344828,0.7931034482758621,0.8275862068965517,0.8275862068965517,0.8620689655172413,0.9655172413793104,1
UMass-gbq_qr,3,2023-12-02,1,37.4,0.305,45.6,0.286,0.724,1,0,0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.3448275862068966,0.5172413793103449,0.5862068965517241,0.6896551724137931,0.6896551724137931,0.7931034482758621,0.8620689655172413,0.9310344827586207,1,1,1,1,1
UMass-gbq_qr,3,2024-03-09,1,15.9,0.305,24.1,0.304,0.761,1,0,0,0,0,0.043478260869565216,0.08695652173913043,0.15217391304347827,0.21739130434782608,0.34782608695652173,0.4782608695652174,0.5652173913043478,0.717391304347826,0.7608695652173914,0.8043478260869565,0.8260869565217391,0.8913043478260869,0.9130434782608695,0.9565217391304348,0.9565217391304348,1,1,1,1
UMass-gbq_qr_no_reporting_adj,2,2024-01-13,1,28.6,0.306,34.6,0.271,0.829,1,0,0,0,0.04878048780487805,0.0975609756097561,0.0975609756097561,0.12195121951219512,0.1951219512195122,0.24390243902439024,0.3170731707317073,0.5121951219512195,0.7073170731707317,0.7804878048780488,0.8292682926829268,0.9024390243902439,0.926829268292683,0.9512195121951219,0.975609756097561,0.975609756097561,1,1,1,1
UMass-gbq_qr_no_reporting_adj,3,2024-03-09,1,16,0.306,25.8,0.325,0.609,1,0,0,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.15217391304347827,0.2826086956521739,0.43478260869565216,0.5434782608695652,0.5869565217391305,0.6304347826086957,0.6956521739130435,0.7608695652173914,0.8043478260869565,0.8260869565217391,0.8478260869565217,0.8913043478260869,0.9130434782608695,0.9782608695652174,1,1,1,1
UMass-gbq_qr_no_transform,3,2024-01-13,1,34.7,0.306,44.2,0.286,0.721,0.953,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.09302325581395349,0.13953488372093023,0.20930232558139536,0.20930232558139536,0.32558139534883723,0.3953488372093023,0.5348837209302325,0.627906976744186,0.7209302325581395,0.7906976744186046,0.8604651162790697,0.9069767441860465,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9534883720930233,0.9767441860465116,1,1,1
UMass-gbq_qr_hhs_only,3,2024-01-06,1,36.5,0.31,60.3,0.386,0.683,1,0,0,0,0,0,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.07317073170731707,0.0975609756097561,0.17073170731707318,0.21951219512195122,0.2682926829268293,0.4146341463414634,0.5853658536585366,0.6829268292682927,0.7317073170731707,0.7804878048780488,0.8292682926829268,0.9024390243902439,0.975609756097561,1,1
UMass-gbq_qr_no_reporting_adj,3,2024-01-06,1,36.4,0.31,52.5,0.335,0.634,1,0,0,0,0.07317073170731707,0.07317073170731707,0.21951219512195122,0.2926829268292683,0.34146341463414637,0.4878048780487805,0.5121951219512195,0.6097560975609756,0.6829268292682927,0.7560975609756098,0.8292682926829268,0.9024390243902439,0.926829268292683,0.926829268292683,0.9512195121951219,0.975609756097561,1,1,1,1
UMass-gbq_qr,2,2023-12-09,1,33,0.312,45.7,0.334,0.552,1,0,0,0,0,0.034482758620689655,0.1724137931034483,0.2413793103448276,0.3103448275862069,0.3793103448275862,0.5172413793103449,0.5517241379310345,0.5517241379310345,0.6206896551724138,0.6551724137931034,0.7586206896551724,0.7586206896551724,0.7931034482758621,0.896551724137931,0.9310344827586207,0.9655172413793104,1,1,1
UMass-gbq_qr_no_reporting_adj,2,2023-12-09,1,33.2,0.314,43.6,0.318,0.586,1,0,0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.20689655172413793,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.3793103448275862,0.4827586206896552,0.5862068965517241,0.6206896551724138,0.6551724137931034,0.6896551724137931,0.7931034482758621,0.8275862068965517,0.9310344827586207,0.9310344827586207,1,1
UMass-gbq_qr_no_transform,2,2024-03-16,1,12.9,0.314,19.4,0.318,0.848,1,0,0,0,0,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.17391304347826086,0.2608695652173913,0.391304347826087,0.4782608695652174,0.5869565217391305,0.6739130434782609,0.7608695652173914,0.782608695652174,0.8260869565217391,0.9347826086956522,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,1,1
UMass-gbq_qr_hhs_only,3,2024-01-13,1,35.7,0.315,64.9,0.419,0.651,0.93,0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.11627906976744186,0.13953488372093023,0.16279069767441862,0.18604651162790697,0.23255813953488372,0.23255813953488372,0.32558139534883723,0.5813953488372093,0.6976744186046512,0.7441860465116279,0.7674418604651163,0.8604651162790697,0.9302325581395349,0.9534883720930233,0.9767441860465116
UMass-gbq_qr,3,2024-03-02,1,14,0.316,20,0.299,0.681,1,0,0,0,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.1276595744680851,0.1702127659574468,0.2127659574468085,0.3404255319148936,0.3829787234042553,0.46808510638297873,0.5319148936170213,0.5531914893617021,0.5957446808510638,0.6808510638297872,0.8085106382978723,0.8936170212765957,0.9574468085106383,0.9787234042553191,1,1,1
UMass-gbq_qr,2,2023-12-16,1,43.9,0.32,68.4,0.408,0.622,1,0,0,0,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.08108108108108109,0.16216216216216217,0.1891891891891892,0.2702702702702703,0.2972972972972973,0.32432432432432434,0.35135135135135137,0.4594594594594595,0.5405405405405406,0.6216216216216216,0.7027027027027027,0.7297297297297297,0.8648648648648649,0.8918918918918919,0.972972972972973,1,1
UMass-gbq_qr,2,2024-04-06,1,8.29,0.32,12.1,0.284,0.667,1,0,0,0,0,0.041666666666666664,0.0625,0.10416666666666667,0.14583333333333334,0.16666666666666666,0.2708333333333333,0.3125,0.3541666666666667,0.3541666666666667,0.5208333333333334,0.6041666666666666,0.75,0.7708333333333334,0.9166666666666666,0.9791666666666666,1,1,1,1
UMass-gbq_qr,1,2024-04-13,1,7.53,0.32,10.1,0.275,0.75,1,0,0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.125,0.1875,0.2708333333333333,0.3125,0.3958333333333333,0.5208333333333334,0.5416666666666666,0.6666666666666666,0.7708333333333334,0.8541666666666666,0.875,0.9375,0.9375,0.9583333333333334,1,1,1
UMass-gbq_qr_no_reporting_adj,3,2023-12-02,1,39.2,0.32,57.5,0.361,0.586,1,0,0,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.20689655172413793,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.5172413793103449,0.6551724137931034,0.6896551724137931,0.7241379310344828,0.8275862068965517,0.9310344827586207,1,1,1
UMass-gbq_qr_hhs_only,0,2024-01-13,1,15,0.323,22.3,0.37,0.605,1,0,0,0,0.02631578947368421,0.07894736842105263,0.15789473684210525,0.21052631578947367,0.3157894736842105,0.34210526315789475,0.39473684210526316,0.39473684210526316,0.47368421052631576,0.5,0.5789473684210527,0.6842105263157895,0.7105263157894737,0.8157894736842105,0.8157894736842105,0.8421052631578947,0.868421052631579,1,1,1
UMass-gbq_qr,2,2024-01-20,1,20.8,0.324,29.4,0.312,0.605,0.977,0,0.023255813953488372,0.046511627906976744,0.09302325581395349,0.16279069767441862,0.23255813953488372,0.32558139534883723,0.4418604651162791,0.46511627906976744,0.5116279069767442,0.5116279069767442,0.5813953488372093,0.627906976744186,0.7209302325581395,0.813953488372093,0.8604651162790697,0.9302325581395349,0.9534883720930233,0.9767441860465116,1,1,1,1
UMass-gbq_qr_no_reporting_adj,3,2024-03-02,1,14.4,0.324,21.9,0.328,0.511,1,0,0,0,0.0425531914893617,0.06382978723404255,0.0851063829787234,0.19148936170212766,0.19148936170212766,0.2765957446808511,0.3191489361702128,0.3191489361702128,0.40425531914893614,0.44680851063829785,0.46808510638297873,0.574468085106383,0.6170212765957447,0.7021276595744681,0.8085106382978723,0.8723404255319149,0.9361702127659575,1,1,1
UMass-gbq_qr,3,2023-12-09,1,48.3,0.325,68.7,0.372,0.622,0.946,0,0,0,0,0.02702702702702703,0.05405405405405406,0.10810810810810811,0.10810810810810811,0.16216216216216217,0.1891891891891892,0.2702702702702703,0.35135135135135137,0.40540540540540543,0.4864864864864865,0.5135135135135135,0.5405405405405406,0.7297297297297297,0.8378378378378378,0.8918918918918919,0.918918918918919,0.9459459459459459,0.9459459459459459,0.972972972972973
UMass-gbq_qr_no_reporting_adj,2,2024-01-06,1,32,0.328,45.5,0.358,0.675,0.975,0,0.025,0.05,0.1,0.225,0.25,0.325,0.425,0.525,0.55,0.65,0.725,0.775,0.85,0.925,0.975,1,1,1,1,1,1,1
UMass-gbq_qr_no_reporting_adj,1,2024-01-13,1,25.8,0.331,35.7,0.352,0.55,0.95,0,0.05,0.05,0.15,0.25,0.275,0.375,0.4,0.5,0.55,0.625,0.725,0.875,0.925,0.925,0.925,0.925,0.925,0.95,1,1,1,1
UMass-gbq_qr_no_reporting_adj,0,2024-01-13,1,15.5,0.333,20.5,0.339,0.632,1,0,0,0,0.05263157894736842,0.10526315789473684,0.21052631578947367,0.2894736842105263,0.34210526315789475,0.42105263157894735,0.5263157894736842,0.5526315789473685,0.6578947368421053,0.7368421052631579,0.7894736842105263,0.8157894736842105,0.8421052631578947,0.9210526315789473,0.9210526315789473,0.9210526315789473,1,1,1,1
UMass-gbq_qr_no_reporting_adj,1,2024-01-06,1,24.5,0.336,27.5,0.293,0.763,1,0,0,0,0.02631578947368421,0.13157894736842105,0.15789473684210525,0.18421052631578946,0.21052631578947367,0.23684210526315788,0.3157894736842105,0.4473684210526316,0.631578947368421,0.7631578947368421,0.8157894736842105,0.9210526315789473,0.9210526315789473,0.9473684210526315,0.9736842105263158,1,1,1,1,1
UMass-gbq_qr_no_transform,3,2023-12-02,1,41.2,0.336,54.7,0.343,0.586,1,0,0,0,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.13793103448275862,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.3103448275862069,0.41379310344827586,0.4827586206896552,0.5517241379310345,0.6206896551724138,0.6551724137931034,0.7241379310344828,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9655172413793104,1,1
UMass-gbq_qr_no_reporting_adj,2,2024-03-16,1,13.8,0.337,20.9,0.344,0.717,1,0,0,0,0.06521739130434782,0.17391304347826086,0.17391304347826086,0.21739130434782608,0.2826086956521739,0.391304347826087,0.5434782608695652,0.6304347826086957,0.6739130434782609,0.717391304347826,0.7608695652173914,0.8260869565217391,0.8913043478260869,0.9347826086956522,0.9565217391304348,0.9782608695652174,0.9782608695652174,0.9782608695652174,1,1
UMass-gbq_qr,3,2024-03-23,1,11.3,0.338,16.6,0.316,0.717,1,0,0,0,0,0,0,0.06521739130434782,0.06521739130434782,0.10869565217391304,0.15217391304347827,0.2391304347826087,0.2608695652173913,0.34782608695652173,0.45652173913043476,0.5434782608695652,0.6304347826086957,0.782608695652174,0.8478260869565217,0.9347826086956522,1,1,1,1
UMass-gbq_qr_no_transform,3,2024-03-02,1,15.1,0.339,22.1,0.331,0.596,1,0,0,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.06382978723404255,0.0851063829787234,0.1702127659574468,0.2127659574468085,0.3191489361702128,0.3617021276595745,0.425531914893617,0.425531914893617,0.5319148936170213,0.574468085106383,0.6595744680851063,0.7446808510638298,0.8085106382978723,0.9361702127659575,1,1,1
UMass-gbq_qr_hhs_only,2,2024-01-13,1,32.1,0.343,55.8,0.437,0.732,0.976,0,0,0,0,0,0,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.0975609756097561,0.17073170731707318,0.17073170731707318,0.24390243902439024,0.5609756097560976,0.7560975609756098,0.7560975609756098,0.7804878048780488,0.8292682926829268,0.926829268292683,0.9512195121951219,0.975609756097561,1
UMass-gbq_qr,0,2023-12-23,1,24.5,0.344,37.3,0.432,0.517,0.931,0,0,0,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.20689655172413793,0.2413793103448276,0.3103448275862069,0.3793103448275862,0.41379310344827586,0.4482758620689655,0.5172413793103449,0.5862068965517241,0.6206896551724138,0.6551724137931034,0.6896551724137931,0.6896551724137931,0.7931034482758621,0.896551724137931,0.9310344827586207,1
UMass-gbq_qr,1,2023-12-23,1,39.7,0.346,59.4,0.429,0.514,0.919,0,0,0,0,0,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.1891891891891892,0.24324324324324326,0.2972972972972973,0.40540540540540543,0.43243243243243246,0.4864864864864865,0.5675675675675675,0.5945945945945946,0.6216216216216216,0.7567567567567568,0.8378378378378378,0.8918918918918919,0.918918918918919,0.972972972972973
UMass-gbq_qr,2,2024-03-16,1,14.4,0.35,21.6,0.354,0.848,1,0,0,0,0,0.021739130434782608,0.043478260869565216,0.10869565217391304,0.17391304347826086,0.2608695652173913,0.391304347826087,0.5652173913043478,0.6739130434782609,0.7391304347826086,0.8043478260869565,0.8478260869565217,0.8913043478260869,0.9565217391304348,0.9782608695652174,0.9782608695652174,0.9782608695652174,1,1,1
UMass-gbq_qr_no_reporting_adj,2,2024-04-13,1,11.5,0.354,20.1,0.402,0.404,0.962,0,0.019230769230769232,0.1346153846153846,0.23076923076923078,0.3076923076923077,0.40384615384615385,0.4423076923076923,0.5384615384615384,0.5961538461538461,0.6153846153846154,0.6538461538461539,0.7307692307692307,0.75,0.7692307692307693,0.7884615384615384,0.8076923076923077,0.8461538461538461,0.9038461538461539,0.9038461538461539,0.9230769230769231,0.9423076923076923,0.9807692307692307,1
UMass-gbq_qr_no_transform,2,2024-04-13,1,11.6,0.358,18,0.359,0.327,0.769,0.019230769230769232,0.19230769230769232,0.21153846153846154,0.25,0.2692307692307692,0.36538461538461536,0.4423076923076923,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.6346153846153846,0.6923076923076923,0.6923076923076923,0.7307692307692307,0.7307692307692307,0.7692307692307693,0.7692307692307693,0.8076923076923077,0.8653846153846154,0.9038461538461539,0.9423076923076923,0.9615384615384616,1
UMass-gbq_qr_no_reporting_adj,2,2024-01-20,1,23,0.359,34.5,0.366,0.698,0.953,0,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.13953488372093023,0.18604651162790697,0.20930232558139536,0.27906976744186046,0.37209302325581395,0.4186046511627907,0.5116279069767442,0.6046511627906976,0.6744186046511628,0.7674418604651163,0.8837209302325582,1,1,1,1,1
UMass-gbq_qr_no_transform,1,2023-12-16,1,32.5,0.36,43.6,0.382,0.69,0.966,0,0,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.1724137931034483,0.27586206896551724,0.27586206896551724,0.3448275862068966,0.41379310344827586,0.6551724137931034,0.7241379310344828,0.7241379310344828,0.7931034482758621,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.9310344827586207,0.9655172413793104,1
UMass-gbq_qr_no_transform,0,2023-12-23,1,25.7,0.361,37.7,0.436,0.517,0.966,0,0,0,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.2413793103448276,0.3448275862068966,0.3793103448275862,0.41379310344827586,0.4482758620689655,0.5172413793103449,0.5862068965517241,0.6206896551724138,0.6206896551724138,0.6551724137931034,0.6896551724137931,0.7241379310344828,0.7931034482758621,0.8620689655172413,0.9655172413793104,1
UMass-gbq_qr_no_transform,1,2024-04-13,1,8.54,0.362,12.6,0.344,0.521,0.917,0.041666666666666664,0.08333333333333333,0.10416666666666667,0.1875,0.2708333333333333,0.2916666666666667,0.375,0.3958333333333333,0.4375,0.4791666666666667,0.5833333333333334,0.6458333333333334,0.6666666666666666,0.75,0.8125,0.8333333333333334,0.8958333333333334,0.8958333333333334,0.9375,0.9583333333333334,0.9791666666666666,1,1
UMass-gbq_qr_no_transform,2,2024-03-09,1,17.9,0.364,30.2,0.413,0.532,0.979,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.06382978723404255,0.14893617021276595,0.23404255319148937,0.3617021276595745,0.44680851063829785,0.5106382978723404,0.5319148936170213,0.6170212765957447,0.6595744680851063,0.6808510638297872,0.723404255319149,0.7872340425531915,0.8297872340425532,0.8936170212765957,0.9148936170212766,0.9148936170212766,0.9574468085106383,1,1,1
UMass-gbq_qr,1,2024-04-20,1,7.92,0.369,12.2,0.367,0.635,0.981,0,0,0,0,0,0.057692307692307696,0.1346153846153846,0.28846153846153844,0.40384615384615385,0.46153846153846156,0.4807692307692308,0.5769230769230769,0.5961538461538461,0.6346153846153846,0.6538461538461539,0.6730769230769231,0.7692307692307693,0.8076923076923077,0.8846153846153846,0.9423076923076923,0.9615384615384616,0.9807692307692307,1
UMass-gbq_qr_no_reporting_adj,1,2024-04-13,1,8.76,0.371,14.4,0.393,0.604,0.958,0,0.041666666666666664,0.125,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.625,0.6666666666666666,0.7291666666666666,0.8125,0.8958333333333334,0.8958333333333334,0.9166666666666666,0.9375,0.9375,0.9583333333333334,0.9791666666666666,0.9791666666666666,1,1
UMass-gbq_qr,3,2024-03-30,1,11.6,0.375,19.6,0.385,0.562,1,0,0,0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.10416666666666667,0.14583333333333334,0.22916666666666666,0.25,0.2708333333333333,0.375,0.4375,0.5,0.6041666666666666,0.8125,0.9375,1,1,1,1
